year,fips,dem,rep,total_votes,pop,mex,hisp,source,nhwhite,vap,cvap,hisp_vap,hisp_cvap,med_income,state,dem2p,mex_share,hisp_share,turnout_cvap,votes_per_pop,nhwhite_share,mex_share_of_hisp
2012,01049,5239,18331,23863,71074,5747,9922,acs5_2014,57599,53219,49000,5430,1316,37977,01,0.222274,0.0808594,0.139601,0.487,0.335749,0.810409,0.579218
2016,01049,3622,21405,25826,71200,5801,10220,acs5_2018,57441,53720,49745,5631,1811,39233,01,0.144724,0.0814747,0.143539,0.519168,0.362725,0.806756,0.567613
2020,01049,4281,24767,29356,71680,6261,11021,acs5_2022,56705,54534,50495,6331,2465,47920,01,0.147377,0.0873465,0.153753,0.581364,0.409542,0.791085,0.568097
2024,01049,3758,25633,29583,71946,6243,11987,acs5_2023,55856,54504,50390,6936,3036,51149,01,0.127862,0.0867734,0.166611,0.587081,0.411183,0.77636,0.520814
2000,01051,6652,16777,23804,65874,416,805,dec2000,,,,,,,01,0.283922,0.00631509,0.0122203,,0.361357,,0.51677
2004,01051,6471,22056,28680,71245.6,786.4,1334.6,interp dec2000/dec2010,,,,,,,01,0.226838,0.0110379,0.0187324,,0.402551,,0.58924
2008,01051,8301,25777,34315,76714,965,1393,acs5_2009,57273,57920,57226,,,52971,01,0.243588,0.0125792,0.0181584,0.59964,0.447311,0.746578,0.692749
2012,01051,8954,26253,35485,80321,1441,2180,acs5_2014,59434,61781,60759,1457,842,54159,01,0.254324,0.0179405,0.0271411,0.584029,0.44179,0.739956,0.661009
2016,01051,8443,27634,37260,81212,1577,2347,acs5_2018,59471,62973,62289,1498,1082,59347,01,0.234027,0.0194183,0.0288997,0.598179,0.458799,0.732293,0.671922
2020,01051,10367,30164,41030,87694,1958,2739,acs5_2022,63533,68631,67543,1757,889,73258,01,0.25578,0.0223276,0.0312336,0.607465,0.467877,0.724485,0.714859
2024,01051,9774,31374,41491,88669,1994,2917,acs5_2023,63908,69414,68368,1891,1128,75553,01,0.237533,0.0224881,0.0328976,0.606877,0.467931,0.720748,0.683579
2000,01053,4523,6975,11660,38440,188,379,dec2000,,,,,,,01,0.393373,0.00489074,0.00985952,,0.30333,,0.496042
2004,01053,3814,8513,12395,38391.6,316.8,514.6,interp dec2000/dec2010,,,,,,,01,0.309402,0.00825181,0.013404,,0.322857,,0.615624
2008,01053,5188,9375,14674,37561,398,527,acs5_2009,23390,28775,28526,,,32321,01,0.356245,0.0105961,0.0140305,0.514408,0.390671,0.62272,0.755218
2012,01053,5489,9287,14869,38042,573,768,acs5_2014,23179,29544,29421,540,432,31422,01,0.371481,0.0150623,0.0201882,0.505387,0.390857,0.6093,0.746094
2016,01053,4605,9935,14845,37328,816,838,acs5_2018,22480,29000,28875,536,470,35000,01,0.316713,0.0218603,0.0224496,0.514113,0.397691,0.602229,0.973747
2020,01053,4918,10869,15910,36755,782,940,acs5_2022,22117,28420,28396,589,573,41153,01,0.311522,0.021276,0.0255748,0.56029,0.432866,0.601741,0.831915
2024,01053,3964,10884,14929,36695,471,835,acs5_2023,22109,28342,28278,524,486,44447,01,0.266972,0.0128355,0.0227551,0.527937,0.40684,0.602507,0.564072
2000,01055,17433,21087,39348,103459,842,1763,dec2000,,,,,,,01,0.45257,0.00813849,0.0170406,,0.380325,,0.477595
2004,01055,15328,26999,42680,103847,1283.2,2436.6,interp dec2000/dec2010,,,,,,,01,0.362133,0.0123566,0.0234633,,0.410988,,0.526635
2008,01055,13497,30595,44737,103150,1167,3021,acs5_2009,83206,78814,77108,,,36378,01,0.30611,0.0113136,0.0292874,0.580186,0.433708,0.806651,0.386296
2012,01055,12803,29130,42530,104126,2311,3669,acs5_2014,81954,80697,79215,2130,942,38467,01,0.30532,0.0221943,0.0352362,0.536893,0.408447,0.787066,0.629872
2016,01055,10442,32353,44164,102939,2071,3880,acs5_2018,80374,80658,78914,2234,1063,44023,01,0.244,0.0201187,0.0376922,0.559647,0.429031,0.780793,0.533763
2020,01055,11567,35528,47728,103348,2144,4561,acs5_2022,79648,81184,79973,2607,1779,52177,01,0.24561,0.0207454,0.0441324,0.596801,0.461818,0.770678,0.470072
2024,01055,10027,35653,46023,103208,2631,5134,acs5_2023,78922,80721,79319,2929,1811,53070,01,0.219505,0.0254922,0.0497442,0.580227,0.445925,0.764689,0.512466
2000,01057,3064,4582,7808,18495,78,152,dec2000,,,,,,,01,0.400732,0.00421736,0.00821844,,0.422168,,0.513158
2004,01057,2408,5534,8002,17993.4,105.6,172.8,interp dec2000/dec2010,,,,,,,01,0.303198,0.00586882,0.00960352,,0.444719,,0.611111
2008,01057,1994,5883,7957,17651,93,197,acs5_2009,15052,13686,13637,,,35754,01,0.253142,0.00526882,0.0111608,0.583486,0.450796,0.852756,0.472081
2012,01057,1817,6054,7946,17019,71,128,acs5_2014,14559,13298,13217,80,80,33144,01,0.230847,0.00417181,0.00752101,0.601195,0.46689,0.855456,0.554688
2016,01057,1362,6712,8249,16585,103,285,acs5_2018,14042,13023,12999,162,162,37458,01,0.16869,0.00621043,0.0171842,0.634587,0.497377,0.846669,0.361404
2020,01057,1395,7300,8766,16297,49,61,acs5_2022,13666,12861,12848,31,31,45650,01,0.160437,0.00300669,0.00374302,0.682285,0.53789,0.838559,0.803279
2024,01057,1142,7158,8356,16173,171,184,acs5_2023,13478,12721,12721,114,114,50733,01,0.13759,0.0105732,0.011377,0.656867,0.516664,0.833364,0.929348
2000,01059,4793,6119,11103,31223,1507,2316,dec2000,,,,,,,01,0.439241,0.0482657,0.0741761,,0.355603,,0.650691
2004,01059,4514,7690,12269,31415.4,1935,3273.6,interp dec2000/dec2010,,,,,,,01,0.369879,0.061594,0.104204,,0.390541,,0.591092
2008,01059,3469,8048,11693,30847,2456,4127,acs5_2009,24971,23233,21361,,,33380,01,0.301207,0.0796188,0.133789,0.547399,0.379064,0.809511,0.595105
2012,01059,3171,7567,10859,31663,2430,4882,acs5_2014,24970,23962,21622,2910,622,35450,01,0.295306,0.0767457,0.154186,0.50222,0.342956,0.788618,0.497747
2016,01059,2197,9466,12040,31542,2522,5333,acs5_2018,24313,23736,21830,3242,1376,40459,01,0.188373,0.0799569,0.169076,0.551535,0.381713,0.770814,0.472905
2020,01059,2086,10376,12578,32011,3035,5892,acs5_2022,24088,24091,22624,3596,2150,47359,01,0.167389,0.0948112,0.184062,0.555958,0.392927,0.752491,0.515105
2024,01059,1568,10417,12077,31978,3129,6341,acs5_2023,23424,23953,22491,3880,2439,51493,01,0.13083,0.0978485,0.198293,0.53697,0.377666,0.732504,0.493455
2000,01061,2769,6588,9559,25764,291,453,dec2000,,,,,,,01,0.295928,0.0112948,0.0175827,,0.371022,,0.642384
2004,01061,2113,8342,10520,26174.4,427.4,639.8,interp dec2000/dec2010,,,,,,,01,0.202104,0.0163289,0.0244437,,0.401919,,0.668021
2008,01061,2134,9417,11657,25800,527,640,acs5_2009,21991,20078,19863,,,31055,01,0.184746,0.0204264,0.0248062,0.58687,0.451822,0.852364,0.823438
2012,01061,2039,9175,11320,26816,776,947,acs5_2014,22582,20864,20480,554,272,36268,01,0.181826,0.0289379,0.0353147,0.552734,0.422136,0.842109,0.81943
2016,01061,1525,9994,11758,26491,681,1027,acs5_2018,22235,20635,20419,620,488,38142,01,0.13239,0.0257068,0.0387679,0.575836,0.443849,0.839342,0.663096
2020,01061,1595,10848,12545,26647,870,1185,acs5_2022,21535,20813,20590,726,576,47608,01,0.128185,0.0326491,0.0444703,0.609276,0.470785,0.808159,0.734177
2024,01061,1391,10929,12390,26726,1057,1353,acs5_2023,21605,20816,20573,829,653,50951,01,0.112906,0.0395495,0.0506249,0.602246,0.463594,0.808389,0.781227
2000,01063,3504,850,4396,9974,19,58,dec2000,,,,,,,01,0.804777,0.00190495,0.00581512,,0.440746,,0.327586
2004,01063,3764,958,4748,9602.4,27,62.4,interp dec2000/dec2010,,,,,,,01,0.79712,0.0028118,0.00649838,,0.49446,,0.432692
2008,01063,4408,876,5305,9112,72,72,acs5_2009,1827,6717,6668,,,22352,01,0.834217,0.00790167,0.00790167,0.795591,0.582199,0.200505,1
2012,01063,4521,804,5340,8798,39,39,acs5_2014,1559,6730,6730,5,5,22170,01,0.849014,0.00443283,0.00443283,0.793462,0.606956,0.177199,1
2016,01063,4013,838,4880,8426,3,143,acs5_2018,1445,6564,6561,6,3,21804,01,0.827252,0.000356041,0.0169713,0.743789,0.57916,0.171493,0.020979
2020,01063,3884,875,4775,7706,18,24,acs5_2022,1321,6010,6008,24,22,32796,01,0.816138,0.00233584,0.00311446,0.794774,0.619647,0.171425,0.75
2024,01063,3133,885,4035,7589,51,57,acs5_2023,1338,5967,5959,52,44,31495,01,0.779741,0.00672025,0.00751087,0.677127,0.531691,0.176308,0.894737
2000,01065,4652,2984,7731,17185,76,157,dec2000,,,,,,,01,0.609219,0.00442246,0.00913587,,0.449869,,0.484076
2004,01065,4631,3281,7945,16615,79.2,150.2,interp dec2000/dec2010,,,,,,,01,0.585313,0.00476678,0.00904002,,0.478182,,0.527297
2008,01065,4982,3200,8214,17994,61,65,acs5_2009,7251,13393,13265,,,29841,01,0.608898,0.00339002,0.00361232,0.619224,0.456485,0.402968,0.938462
2012,01065,5411,3210,8643,15393,138,164,acs5_2014,6128,11716,11686,91,81,30839,01,0.627653,0.00896511,0.0106542,0.739603,0.561489,0.398103,0.841463
2016,01065,4775,3173,8040,14887,130,130,acs5_2018,5898,11406,11377,74,57,30571,01,0.60078,0.00873245,0.00873245,0.706689,0.540069,0.396185,1
2020,01065,4687,3190,7922,14742,0,25,acs5_2022,5663,11288,11261,25,14,35851,01,0.595023,0,0.00169584,0.70349,0.537376,0.384141,0
2024,01065,3868,3369,7290,14749,104,129,acs5_2023,5666,11234,11213,63,53,41325,01,0.534476,0.00705133,0.00874636,0.650138,0.494271,0.384162,0.806202
2000,01067,2782,4054,6932,16310,179,249,dec2000,,,,,,,01,0.406963,0.0109749,0.0152667,,0.425015,,0.718876
2004,01067,2452,4881,7361,16706.8,223.8,305,interp dec2000/dec2010,,,,,,,01,0.334379,0.0133957,0.018256,,0.440599,,0.73377
2008,01067,3018,5585,8648,16580,269,395,acs5_2009,10948,12731,12521,,,35792,01,0.350808,0.0162244,0.0238239,0.69068,0.521592,0.660314,0.681013
2012,01067,3083,5628,8760,17270,317,418,acs5_2014,11767,13517,13247,269,96,42926,01,0.35392,0.0183555,0.0242038,0.661282,0.507238,0.681355,0.758373
2016,01067,2292,5632,8072,17124,340,448,acs5_2018,11805,13537,13417,297,198,48610,01,0.289248,0.0198552,0.0261621,0.601625,0.471385,0.689383,0.758929
2020,01067,2606,6607,9298,17282,288,469,acs5_2022,12012,13765,13726,319,280,58395,01,0.282861,0.0166647,0.0271381,0.677401,0.538016,0.695058,0.614072
2024,01067,2263,6989,9301,17450,224,374,acs5_2023,12236,13880,13843,255,218,60135,01,0.244596,0.0128367,0.0214327,0.671892,0.533009,0.701203,0.59893
2000,01069,9412,22150,32057,88787,471,1122,dec2000,,,,,,,01,0.298207,0.00530483,0.012637,,0.361055,,0.419786
2004,01069,9144,26874,36201,93891,945.8,1871.2,interp dec2000/dec2010,,,,,,,01,0.253873,0.0100734,0.0199295,,0.385564,,0.505451
2008,01069,12225,29254,41735,97091,941,1920,acs5_2009,68400,72909,72048,,,41096,01,0.294727,0.00969194,0.0197753,0.579267,0.429854,0.704494,0.490104
2012,01069,12367,29270,41918,103079,2150,3251,acs5_2014,70059,78223,77115,2050,1385,41077,01,0.297019,0.0208578,0.0315389,0.543578,0.406659,0.679663,0.661335
2016,01069,10664,30728,42639,104352,2093,3437,acs5_2018,69826,79966,78819,2152,1411,45496,01,0.257634,0.0200571,0.0329366,0.540974,0.408607,0.669139,0.608961
2020,01069,12917,32618,46173,107040,2195,3844,acs5_2022,69420,82570,81307,2435,1593,55064,01,0.283672,0.0205064,0.0359118,0.567885,0.431362,0.648543,0.57102
2024,01069,11352,32469,44195,107628,2668,4680,acs5_2023,68699,82816,81160,2994,1930,57531,01,0.259054,0.0247891,0.0434831,0.544542,0.410627,0.6383,0.570085
2000,01071,9066,8475,17906,53926,390,610,dec2000,,,,,,,01,0.516846,0.00723213,0.0113118,,0.332048,,0.639344
2004,01071,8635,11534,20321,53646.4,594.4,901.6,interp dec2000/dec2010,,,,,,,01,0.428132,0.01108,0.0168063,,0.378795,,0.659272
2008,01071,6374,14083,20874,52898,686,944,acs5_2009,47777,40793,40436,,,35073,01,0.31158,0.0129684,0.0178457,0.516223,0.394608,0.903191,0.726695
2012,01071,5822,14439,20577,53012,874,1413,acs5_2014,47536,41304,40716,831,433,36874,01,0.28735,0.0164868,0.0266543,0.505379,0.388157,0.896703,0.618542
2016,01071,3673,16672,20984,52094,1021,1505,acs5_2018,46537,40935,40528,892,571,39816,01,0.180536,0.0195992,0.0288901,0.517765,0.40281,0.893327,0.678405
2020,01071,3717,19670,23636,52618,1004,1685,acs5_2022,46699,41766,41346,1010,646,46748,01,0.158934,0.0190809,0.0320233,0.571664,0.4492,0.88751,0.595846
2024,01071,3276,20073,23509,52839,949,1777,acs5_2023,46787,41856,41366,1061,639,49454,01,0.140306,0.0179602,0.0336305,0.568317,0.444918,0.885463,0.534046
2000,01073,129889,138491,273763,662047,6698,10284,dec2000,,,,,,,01,0.483974,0.0101171,0.0155336,,0.41351,,0.651303
2004,01073,132286,158680,292967,660615,11036.4,16365.6,interp dec2000/dec2010,,,,,,,01,0.454644,0.0167063,0.0247733,,0.443476,,0.674366
2008,01073,166121,149921,318524,662212,15668,20456,acs5_2009,356673,502987,487995,,,44718,01,0.52563,0.0236601,0.0308904,0.65272,0.481,0.538608,0.765937
2012,01073,159876,141683,303918,658834,19005,25116,acs5_2014,337392,505546,489889,16106,6378,45239,01,0.530165,0.0288464,0.0381219,0.620381,0.461297,0.512105,0.756689
2016,01073,156873,134768,304191,659892,17106,25048,acs5_2018,330862,508234,492332,14909,6248,51979,01,0.537898,0.0259224,0.0379577,0.617857,0.460971,0.501388,0.682929
2020,01073,181688,138843,325848,672265,17620,27950,acs5_2022,328951,519919,505126,16262,7769,63595,01,0.566834,0.0262099,0.0415759,0.645083,0.484702,0.489317,0.630411
2024,01073,162112,131123,296741,669744,21604,35103,acs5_2023,321127,515654,498351,20336,9346,64589,01,0.55284,0.0322571,0.0524126,0.595446,0.443066,0.479477,0.615446
2000,01075,2653,4470,7249,15904,121,207,dec2000,,,,,,,01,0.372455,0.00760815,0.0130156,,0.455797,,0.584541
2004,01075,1956,4894,6885,15368,129,196.2,interp dec2000/dec2010,,,,,,,01,0.285547,0.00839407,0.0127668,,0.448009,,0.657492
2008,01075,1614,5419,7075,14438,288,294,acs5_2009,12346,11230,11192,,,31094,01,0.22949,0.0199474,0.0203629,0.632148,0.490026,0.855105,0.979592
2012,01075,1646,5457,7166,14268,129,195,acs5_2014,12270,11174,11135,178,141,36021,01,0.231733,0.00904121,0.0136669,0.643556,0.502243,0.859966,0.661538
2016,01075,1036,5823,6966,13933,199,218,acs5_2018,11981,10868,10818,95,83,36756,01,0.151042,0.0142826,0.0156463,0.643927,0.499964,0.859901,0.912844
2020,01075,978,6174,7193,13885,6,76,acs5_2022,11900,10859,10819,66,63,49565,01,0.136745,0.000432121,0.00547353,0.664849,0.518041,0.85704,0.0789474
2024,01075,806,6033,6875,13809,99,255,acs5_2023,11857,10724,10682,131,128,47447,01,0.117853,0.00716924,0.0184662,0.643606,0.497864,0.858643,0.388235
2000,01077,13875,17478,32137,87966,509,894,dec2000,,,,,,,01,0.442541,0.00578633,0.010163,,0.365334,,0.569351
2004,01077,14628,22161,37107,89863.2,865.4,1369.2,interp dec2000/dec2010,,,,,,,01,0.397619,0.00963019,0.0152365,,0.412928,,0.632048
2008,01077,13329,24068,38104,88550,1223,1410,acs5_2009,76798,69759,68830,,,37691,01,0.356419,0.0138114,0.0159232,0.553596,0.430311,0.867284,0.867376
2012,01077,12511,23911,36924,92780,1737,2174,acs5_2014,78934,73339,72385,1320,834,42703,01,0.343501,0.0187217,0.0234318,0.510106,0.397974,0.850765,0.798988
2016,01077,9952,27899,39525,92585,1703,2412,acs5_2018,78501,74063,72968,1465,1084,46265,01,0.262926,0.0183939,0.0260517,0.541676,0.426905,0.84788,0.706053
2020,01077,11915,31721,44339,94329,2168,2803,acs5_2022,78667,76073,74611,1763,1031,56081,01,0.273054,0.0229834,0.0297151,0.594269,0.470046,0.833964,0.773457
2024,01077,10326,32708,43454,95037,2234,3163,acs5_2023,78618,76489,74995,1995,1130,59082,01,0.23995,0.0235066,0.0332818,0.579425,0.457232,0.827236,0.706291
2000,01079,6296,5671,12185,34803,185,367,dec2000,,,,,,,01,0.526113,0.00531563,0.0105451,,0.350113,,0.504087
2004,01079,6155,7730,14001,34617.4,294.6,449.8,interp dec2000/dec2010,,,,,,,01,0.443284,0.00851017,0.0129935,,0.40445,,0.654958
2008,01079,5164,9277,14680,34094,414,577,acs5_2009,26413,26128,25951,,,41472,01,0.357593,0.0121429,0.0169238,0.565681,0.430574,0.774711,0.717504
2012,01079,5069,8874,14112,33835,469,663,acs5_2014,25899,26250,26146,366,318,40356,01,0.363552,0.0138614,0.0195951,0.539738,0.417083,0.76545,0.707391
2016,01079,3627,10833,14829,33171,590,707,acs5_2018,25390,25939,25719,401,231,44515,01,0.25083,0.0177866,0.0213138,0.576578,0.447047,0.765428,0.834512
2020,01079,3562,12322,16031,33116,473,829,acs5_2022,25273,25944,25716,472,327,54786,01,0.224251,0.0142831,0.0250332,0.623386,0.484086,0.763166,0.570567
2024,01079,2983,13024,16115,33182,560,953,acs5_2023,25064,25960,25720,547,341,60040,01,0.186356,0.0168766,0.0287204,0.626555,0.485655,0.755349,0.587618
2000,01081,14574,22433,38264,115092,643,1645,dec2000,,,,,,,01,0.393817,0.00558683,0.0142929,,0.332464,,0.390881
2004,01081,16227,27972,44610,125154,1321.8,2815.4,interp dec2000/dec2010,,,,,,,01,0.367135,0.0105614,0.0224955,,0.356441,,0.469489
2008,01081,21498,32230,54325,130669,1123,2607,acs5_2009,93345,101818,98802,,,38588,01,0.400127,0.00859423,0.0199512,0.549837,0.415745,0.714362,0.430763
2012,01081,21381,32194,54359,147790,1953,5434,acs5_2014,101394,115310,109751,3789,2226,43641,01,0.399085,0.0132147,0.0367684,0.495294,0.367812,0.686068,0.359404
2016,01081,21230,34617,59191,159287,2614,5865,acs5_2018,107395,125085,119752,3977,3350,48056,01,0.380146,0.0164106,0.0368203,0.49428,0.3716,0.674223,0.445695
2020,01081,27860,42221,71449,175126,2899,6780,acs5_2022,117221,138601,133152,4557,3654,59288,01,0.39754,0.0165538,0.038715,0.536597,0.407986,0.669352,0.427581
2024,01081,25798,46020,72695,177663,3821,9335,acs5_2023,117016,140096,133568,6260,4350,61123,01,0.359214,0.021507,0.0525433,0.544255,0.409174,0.65864,0.40932
2000,01083,8992,14204,23634,65676,1335,1740,dec2000,,,,,,,01,0.387653,0.0203271,0.0264937,,0.359857,,0.767241
2004,01083,9126,19702,29073,72518.4,2187.8,2880.4,interp dec2000/dec2010,,,,,,,01,0.316567,0.0301689,0.0397196,,0.400905,,0.759547
2008,01083,9536,23598,33551,74076,2268,3028,acs5_2009,59782,56342,54843,,,44997,01,0.287801,0.0306172,0.0408769,0.611764,0.452927,0.807036,0.749009
2012,01083,9829,25295,35459,87167,4435,4934,acs5_2014,67850,66595,64784,2881,1465,49461,01,0.279837,0.0508793,0.056604,0.547342,0.406794,0.778391,0.898865
2016,01083,9468,29067,40294,93052,4079,5479,acs5_2018,71554,71640,69716,3108,1747,56460,01,0.245699,0.0438357,0.0588811,0.577973,0.433027,0.768968,0.744479
2020,01083,13672,34640,49235,104199,4747,6588,acs5_2022,77842,81195,79553,3858,2836,80146,01,0.282994,0.0455571,0.0632252,0.618896,0.472509,0.747051,0.720553
2024,01083,14581,37887,53096,107577,4956,7785,acs5_2023,79087,83624,81803,4588,3527,83534,01,0.277903,0.0460693,0.0723668,0.649072,0.493563,0.735166,0.636609
2000,01085,4557,1638,6243,13473,37,85,dec2000,,,,,,,01,0.735593,0.00274623,0.00630891,,0.463371,,0.435294
2004,01085,4233,1786,6021,12603.4,37.8,85.8,interp dec2000/dec2010,,,,,,,01,0.703273,0.00299919,0.00680769,,0.477728,,0.440559
2008,01085,5449,1809,7278,12632,25,25,acs5_2009,3548,9281,9256,,,30270,01,0.750758,0.0019791,0.0019791,0.786301,0.576156,0.280874,1
2012,01085,5747,1756,7521,10918,5,102,acs5_2014,2754,8344,8327,39,34,25678,01,0.76596,0.000457959,0.00934237,0.903206,0.688862,0.252244,0.0490196
2016,01085,4883,1751,6684,10236,18,70,acs5_2018,2505,7906,7891,41,34,30833,01,0.736057,0.0017585,0.00683861,0.847041,0.652989,0.244725,0.257143
2020,01085,4972,1836,6835,10153,11,19,acs5_2022,2493,7916,7859,19,16,33125,01,0.730317,0.00108342,0.00187137,0.869704,0.6732,0.245543,0.578947
2024,01085,3867,1758,5652,10008,12,27,acs5_2023,2449,7809,7753,27,23,35160,01,0.687467,0.00119904,0.00269784,0.729008,0.564748,0.244704,0.444444
2000,01087,7665,1091,8831,24105,45,173,dec2000,,,,,,,01,0.8754,0.00186683,0.00717693,,0.366356,,0.260116
2004,01087,7800,1570,9407,23043.8,69,196.6,interp dec2000/dec2010,,,,,,,01,0.832444,0.0029943,0.00853158,,0.408223,,0.350966
2008,01087,9450,1396,10877,22304,70,113,acs5_2009,3423,17499,17413,,,26305,01,0.871289,0.00313845,0.00506636,0.624648,0.48767,0.15347,0.619469
2012,01087,9045,1331,10394,20505,165,305,acs5_2014,3255,16579,16505,266,250,30254,01,0.871723,0.00804682,0.0148744,0.629749,0.506901,0.158742,0.540984
2016,01087,7566,1431,9140,19054,266,328,acs5_2018,2972,15643,15541,166,128,32074,01,0.840947,0.0139603,0.0172142,0.588122,0.479689,0.155978,0.810976
2020,01087,7108,1541,8723,19198,211,453,acs5_2022,3098,16019,15849,378,312,41206,01,0.821829,0.0109907,0.0235962,0.550382,0.45437,0.161371,0.465784
2024,01087,6084,1682,7820,18951,205,372,acs5_2023,3164,16007,15851,234,182,45951,01,0.783415,0.0108174,0.0196296,0.493344,0.412643,0.166957,0.551075
2000,01089,48199,62151,113318,276700,2553,5226,dec2000,,,,,,,01,0.436783,0.0092266,0.0188869,,0.409534,,0.488519
2004,01089,52644,77173,131062,299944,5435.8,9297.2,interp dec2000/dec2010,,,,,,,01,0.405525,0.0181227,0.0309964,,0.436954,,0.584671
2008,01089,64117,86965,152899,314047,5830,8861,acs5_2009,215626,237473,230378,,,54979,01,0.424385,0.0185641,0.0282155,0.663688,0.486867,0.686604,0.657939
2012,01089,62015,90884,155059,343229,9814,15984,acs5_2014,225888,264233,255192,10412,6800,58203,01,0.405595,0.0285932,0.0465695,0.607617,0.451765,0.658126,0.613989
2016,01089,62822,89520,163389,357560,10226,17294,acs5_2018,232115,278365,269217,10974,7001,63417,01,0.412375,0.0285994,0.0483667,0.606904,0.456955,0.649164,0.591303
2020,01089,87286,102780,194767,389781,10660,20611,acs5_2022,247345,306047,296456,13264,8926,78058,01,0.45924,0.0273487,0.0528784,0.656985,0.499683,0.634574,0.5172
2024,01089,87824,105430,196355,397135,13396,25948,acs5_2023,247502,310781,300399,16768,11433,83528,01,0.454449,0.0337316,0.065338,0.653647,0.494429,0.623219,0.516263
2000,01091,4841,4690,9608,22539,120,219,dec2000,,,,,,,01,0.507922,0.0053241,0.00971649,,0.426283,,0.547945
2004,01091,5037,5255,10322,21934.2,159.2,272.2,interp dec2000/dec2010,,,,,,,01,0.489409,0.00725807,0.0124098,,0.470589,,0.584864
2008,01091,5926,5516,11471,21210,46,82,acs5_2009,9814,15635,15573,,,30819,01,0.517916,0.00216879,0.0038661,0.736595,0.54083,0.462706,0.560976
2012,01091,6167,5336,11537,20489,51,425,acs5_2014,9389,15706,15619,306,249,33714,01,0.536121,0.00248914,0.0207428,0.738652,0.563083,0.458246,0.12
