OMRÅDE,KØN,ALDER,HERKOMST,TID,INDHOLD
All Denmark,Men,22 years,Immigrants from western countries,2012Q1,2093
All Denmark,Men,22 years,Immigrants from western countries,2013Q1,2241
All Denmark,Men,22 years,Immigrants from western countries,2014Q1,2326
All Denmark,Men,22 years,Immigrants from western countries,2015Q1,2392
All Denmark,Men,22 years,Immigrants from western countries,2016Q1,2616
All Denmark,Men,22 years,Immigrants from western countries,2017Q1,2825
All Denmark,Men,22 years,Immigrants from western countries,2018Q1,2840
All Denmark,Men,22 years,Immigrants from western countries,2019Q1,2841
All Denmark,Men,22 years,Immigrants from western countries,2020Q1,2594
All Denmark,Men,22 years,Immigrants from western countries,2021Q1,2335
All Denmark,Men,22 years,Immigrants from non-western countries,2010Q1,2583
All Denmark,Men,22 years,Immigrants from non-western countries,2011Q1,2388
All Denmark,Men,22 years,Immigrants from non-western countries,2012Q1,2210
All Denmark,Men,22 years,Immigrants from non-western countries,2013Q1,2145
All Denmark,Men,22 years,Immigrants from non-western countries,2014Q1,2015
All Denmark,Men,22 years,Immigrants from non-western countries,2015Q1,2058
All Denmark,Men,22 years,Immigrants from non-western countries,2016Q1,2072
All Denmark,Men,22 years,Immigrants from non-western countries,2017Q1,2327
All Denmark,Men,22 years,Immigrants from non-western countries,2018Q1,2252
All Denmark,Men,22 years,Immigrants from non-western countries,2019Q1,2145
All Denmark,Men,22 years,Immigrants from non-western countries,2020Q1,2111
All Denmark,Men,22 years,Immigrants from non-western countries,2021Q1,1916
All Denmark,Men,22 years,Descendants from western countries,2010Q1,146
All Denmark,Men,22 years,Descendants from western countries,2011Q1,118
All Denmark,Men,22 years,Descendants from western countries,2012Q1,175
All Denmark,Men,22 years,Descendants from western countries,2013Q1,174
All Denmark,Men,22 years,Descendants from western countries,2014Q1,170
All Denmark,Men,22 years,Descendants from western countries,2015Q1,161
All Denmark,Men,22 years,Descendants from western countries,2016Q1,153
All Denmark,Men,22 years,Descendants from western countries,2017Q1,166
All Denmark,Men,22 years,Descendants from western countries,2018Q1,173
All Denmark,Men,22 years,Descendants from western countries,2019Q1,161
All Denmark,Men,22 years,Descendants from western countries,2020Q1,188
All Denmark,Men,22 years,Descendants from western countries,2021Q1,178
All Denmark,Men,22 years,Descendants from non-western countries,2010Q1,993
All Denmark,Men,22 years,Descendants from non-western countries,2011Q1,1135
All Denmark,Men,22 years,Descendants from non-western countries,2012Q1,1308
All Denmark,Men,22 years,Descendants from non-western countries,2013Q1,1400
All Denmark,Men,22 years,Descendants from non-western countries,2014Q1,1645
All Denmark,Men,22 years,Descendants from non-western countries,2015Q1,1899
All Denmark,Men,22 years,Descendants from non-western countries,2016Q1,2016
All Denmark,Men,22 years,Descendants from non-western countries,2017Q1,2134
All Denmark,Men,22 years,Descendants from non-western countries,2018Q1,2220
All Denmark,Men,22 years,Descendants from non-western countries,2019Q1,2270
All Denmark,Men,22 years,Descendants from non-western countries,2020Q1,2386
All Denmark,Men,22 years,Descendants from non-western countries,2021Q1,2401
All Denmark,Men,23 years,Persons of Danish origin,2010Q1,27133
All Denmark,Men,23 years,Persons of Danish origin,2011Q1,27475
All Denmark,Men,23 years,Persons of Danish origin,2012Q1,28727
All Denmark,Men,23 years,Persons of Danish origin,2013Q1,29695
All Denmark,Men,23 years,Persons of Danish origin,2014Q1,30872
All Denmark,Men,23 years,Persons of Danish origin,2015Q1,30856
All Denmark,Men,23 years,Persons of Danish origin,2016Q1,32529
All Denmark,Men,23 years,Persons of Danish origin,2017Q1,32229
All Denmark,Men,23 years,Persons of Danish origin,2018Q1,33161
All Denmark,Men,23 years,Persons of Danish origin,2019Q1,33259
All Denmark,Men,23 years,Persons of Danish origin,2020Q1,31966
All Denmark,Men,23 years,Persons of Danish origin,2021Q1,31814
All Denmark,Men,23 years,Immigrants from western countries,2010Q1,2155
All Denmark,Men,23 years,Immigrants from western countries,2011Q1,2209
All Denmark,Men,23 years,Immigrants from western countries,2012Q1,2415
All Denmark,Men,23 years,Immigrants from western countries,2013Q1,2642
All Denmark,Men,23 years,Immigrants from western countries,2014Q1,2751
All Denmark,Men,23 years,Immigrants from western countries,2015Q1,2827
All Denmark,Men,23 years,Immigrants from western countries,2016Q1,3027
All Denmark,Men,23 years,Immigrants from western countries,2017Q1,3241
All Denmark,Men,23 years,Immigrants from western countries,2018Q1,3340
All Denmark,Men,23 years,Immigrants from western countries,2019Q1,3223
All Denmark,Men,23 years,Immigrants from western countries,2020Q1,3038
All Denmark,Men,23 years,Immigrants from western countries,2021Q1,2834
All Denmark,Men,23 years,Immigrants from non-western countries,2010Q1,2782
All Denmark,Men,23 years,Immigrants from non-western countries,2011Q1,2651
All Denmark,Men,23 years,Immigrants from non-western countries,2012Q1,2487
All Denmark,Men,23 years,Immigrants from non-western countries,2013Q1,2396
All Denmark,Men,23 years,Immigrants from non-western countries,2014Q1,2307
All Denmark,Men,23 years,Immigrants from non-western countries,2015Q1,2302
All Denmark,Men,23 years,Immigrants from non-western countries,2016Q1,2465
All Denmark,Men,23 years,Immigrants from non-western countries,2017Q1,2432
All Denmark,Men,23 years,Immigrants from non-western countries,2018Q1,2576
All Denmark,Men,23 years,Immigrants from non-western countries,2019Q1,2462
All Denmark,Men,23 years,Immigrants from non-western countries,2020Q1,2329
All Denmark,Men,23 years,Immigrants from non-western countries,2021Q1,2192
All Denmark,Men,23 years,Descendants from western countries,2010Q1,137
All Denmark,Men,23 years,Descendants from western countries,2011Q1,153
All Denmark,Men,23 years,Descendants from western countries,2012Q1,117
All Denmark,Men,23 years,Descendants from western countries,2013Q1,166
All Denmark,Men,23 years,Descendants from western countries,2014Q1,171
All Denmark,Men,23 years,Descendants from western countries,2015Q1,174
All Denmark,Men,23 years,Descendants from western countries,2016Q1,162
All Denmark,Men,23 years,Descendants from western countries,2017Q1,153
All Denmark,Men,23 years,Descendants from western countries,2018Q1,165
All Denmark,Men,23 years,Descendants from western countries,2019Q1,175
All Denmark,Men,23 years,Descendants from western countries,2020Q1,162
All Denmark,Men,23 years,Descendants from western countries,2021Q1,187
All Denmark,Men,23 years,Descendants from non-western countries,2010Q1,793
All Denmark,Men,23 years,Descendants from non-western countries,2011Q1,992
All Denmark,Men,23 years,Descendants from non-western countries,2012Q1,1134
All Denmark,Men,23 years,Descendants from non-western countries,2013Q1,1288
All Denmark,Men,23 years,Descendants from non-western countries,2014Q1,1391
All Denmark,Men,23 years,Descendants from non-western countries,2015Q1,1641
All Denmark,Men,23 years,Descendants from non-western countries,2016Q1,1898
All Denmark,Men,23 years,Descendants from non-western countries,2017Q1,2006
All Denmark,Men,23 years,Descendants from non-western countries,2018Q1,2139
All Denmark,Men,23 years,Descendants from non-western countries,2019Q1,2211
All Denmark,Men,23 years,Descendants from non-western countries,2020Q1,2272
All Denmark,Men,23 years,Descendants from non-western countries,2021Q1,2393
All Denmark,Men,24 years,Persons of Danish origin,2010Q1,26198
All Denmark,Men,24 years,Persons of Danish origin,2011Q1,27018
All Denmark,Men,24 years,Persons of Danish origin,2012Q1,27337
All Denmark,Men,24 years,Persons of Danish origin,2013Q1,28620
All Denmark,Men,24 years,Persons of Danish origin,2014Q1,29655
All Denmark,Men,24 years,Persons of Danish origin,2015Q1,30780
All Denmark,Men,24 years,Persons of Danish origin,2016Q1,30776
All Denmark,Men,24 years,Persons of Danish origin,2017Q1,32413
All Denmark,Men,24 years,Persons of Danish origin,2018Q1,32129
All Denmark,Men,24 years,Persons of Danish origin,2019Q1,33063
All Denmark,Men,24 years,Persons of Danish origin,2020Q1,33180
All Denmark,Men,24 years,Persons of Danish origin,2021Q1,32026
All Denmark,Men,24 years,Immigrants from western countries,2010Q1,2231
All Denmark,Men,24 years,Immigrants from western countries,2011Q1,2544
All Denmark,Men,24 years,Immigrants from western countries,2012Q1,2549
All Denmark,Men,24 years,Immigrants from western countries,2013Q1,2884
All Denmark,Men,24 years,Immigrants from western countries,2014Q1,3095
All Denmark,Men,24 years,Immigrants from western countries,2015Q1,3230
All Denmark,Men,24 years,Immigrants from western countries,2016Q1,3443
All Denmark,Men,24 years,Immigrants from western countries,2017Q1,3502
All Denmark,Men,24 years,Immigrants from western countries,2018Q1,3676
All Denmark,Men,24 years,Immigrants from western countries,2019Q1,3673
All Denmark,Men,24 years,Immigrants from western countries,2020Q1,3330
All Denmark,Men,24 years,Immigrants from western countries,2021Q1,3173
All Denmark,Men,24 years,Immigrants from non-western countries,2010Q1,2905
All Denmark,Men,24 years,Immigrants from non-western countries,2011Q1,2851
All Denmark,Men,24 years,Immigrants from non-western countries,2012Q1,2691
All Denmark,Men,24 years,Immigrants from non-western countries,2013Q1,2599
All Denmark,Men,24 years,Immigrants from non-western countries,2014Q1,2549
All Denmark,Men,24 years,Immigrants from non-western countries,2015Q1,2612
All Denmark,Men,24 years,Immigrants from non-western countries,2016Q1,2747
All Denmark,Men,24 years,Immigrants from non-western countries,2017Q1,2882
All Denmark,Men,24 years,Immigrants from non-western countries,2018Q1,2666
All Denmark,Men,24 years,Immigrants from non-western countries,2019Q1,2721
All Denmark,Men,24 years,Immigrants from non-western countries,2020Q1,2607
All Denmark,Men,24 years,Immigrants from non-western countries,2021Q1,2399
All Denmark,Men,24 years,Descendants from western countries,2010Q1,81
All Denmark,Men,24 years,Descendants from western countries,2011Q1,135
All Denmark,Men,24 years,Descendants from western countries,2012Q1,155
All Denmark,Men,24 years,Descendants from western countries,2013Q1,116
All Denmark,Men,24 years,Descendants from western countries,2014Q1,169
All Denmark,Men,24 years,Descendants from western countries,2015Q1,166
All Denmark,Men,24 years,Descendants from western countries,2016Q1,169
All Denmark,Men,24 years,Descendants from western countries,2017Q1,157
All Denmark,Men,24 years,Descendants from western countries,2018Q1,155
All Denmark,Men,24 years,Descendants from western countries,2019Q1,162
All Denmark,Men,24 years,Descendants from western countries,2020Q1,179
All Denmark,Men,24 years,Descendants from western countries,2021Q1,161
All Denmark,Men,24 years,Descendants from non-western countries,2010Q1,649
All Denmark,Men,24 years,Descendants from non-western countries,2011Q1,796
All Denmark,Men,24 years,Descendants from non-western countries,2012Q1,995
All Denmark,Men,24 years,Descendants from non-western countries,2013Q1,1138
All Denmark,Men,24 years,Descendants from non-western countries,2014Q1,1294
All Denmark,Men,24 years,Descendants from non-western countries,2015Q1,1382
All Denmark,Men,24 years,Descendants from non-western countries,2016Q1,1635
All Denmark,Men,24 years,Descendants from non-western countries,2017Q1,1892
All Denmark,Men,24 years,Descendants from non-western countries,2018Q1,2016
All Denmark,Men,24 years,Descendants from non-western countries,2019Q1,2135
All Denmark,Men,24 years,Descendants from non-western countries,2020Q1,2208
All Denmark,Men,24 years,Descendants from non-western countries,2021Q1,2278
All Denmark,Men,25 years,Persons of Danish origin,2010Q1,25183
All Denmark,Men,25 years,Persons of Danish origin,2011Q1,26132
All Denmark,Men,25 years,Persons of Danish origin,2012Q1,26957
All Denmark,Men,25 years,Persons of Danish origin,2013Q1,27277
All Denmark,Men,25 years,Persons of Danish origin,2014Q1,28591
All Denmark,Men,25 years,Persons of Danish origin,2015Q1,29548
All Denmark,Men,25 years,Persons of Danish origin,2016Q1,30674
All Denmark,Men,25 years,Persons of Danish origin,2017Q1,30654
All Denmark,Men,25 years,Persons of Danish origin,2018Q1,32345
All Denmark,Men,25 years,Persons of Danish origin,2019Q1,32037
All Denmark,Men,25 years,Persons of Danish origin,2020Q1,33031
All Denmark,Men,25 years,Persons of Danish origin,2021Q1,33239
All Denmark,Men,25 years,Immigrants from western countries,2010Q1,2184
All Denmark,Men,25 years,Immigrants from western countries,2011Q1,2449
All Denmark,Men,25 years,Immigrants from western countries,2012Q1,2705
All Denmark,Men,25 years,Immigrants from western countries,2013Q1,2888
All Denmark,Men,25 years,Immigrants from western countries,2014Q1,3170
All Denmark,Men,25 years,Immigrants from western countries,2015Q1,3364
All Denmark,Men,25 years,Immigrants from western countries,2016Q1,3686
All Denmark,Men,25 years,Immigrants from western countries,2017Q1,3793
All Denmark,Men,25 years,Immigrants from western countries,2018Q1,3769
All Denmark,Men,25 years,Immigrants from western countries,2019Q1,3838
All Denmark,Men,25 years,Immigrants from western countries,2020Q1,3635
All Denmark,Men,25 years,Immigrants from western countries,2021Q1,3292
All Denmark,Men,25 years,Immigrants from non-western countries,2010Q1,2899
All Denmark,Men,25 years,Immigrants from non-western countries,2011Q1,2943
All Denmark,Men,25 years,Immigrants from non-western countries,2012Q1,2880
All Denmark,Men,25 years,Immigrants from non-western countries,2013Q1,2765
All Denmark,Men,25 years,Immigrants from non-western countries,2014Q1,2816
All Denmark,Men,25 years,Immigrants from non-western countries,2015Q1,2861
All Denmark,Men,25 years,Immigrants from non-western countries,2016Q1,3165
All Denmark,Men,25 years,Immigrants from non-western countries,2017Q1,3141
All Denmark,Men,25 years,Immigrants from non-western countries,2018Q1,3134
All Denmark,Men,25 years,Immigrants from non-western countries,2019Q1,2836
