item,family,label,group,n,mean,se
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,Hisp all,2116,0.3943415661582445,0.014610409272580211
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,NHWhite all,12014,0.3415412861094876,0.005637798461341965
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,NHWhite G3+,10640,0.34682667692449937,0.005984768497833459
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,White G3+ liberal,2795,0.2092435508551198,0.009776505125187017
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,White G3+ moderate,3723,0.3628356975092319,0.00974745034580715
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,White G3+ conservative,3879,0.41401674668436905,0.009788622957636234
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,White G3+ no BA,7069,0.4092177087068882,0.007257771373512397
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,White G3+ BA+,3563,0.1971177738878792,0.008460361147621791
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,White G3+ no HS,874,0.556844633913597,0.020580863791579303
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,Mex G1,489,0.44115596535489193,0.02674191132890233
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,Mex G2,331,0.4914191907242584,0.03349664549822196
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,Mex G3+,362,0.590525297584874,0.030525462624624775
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,Hisp G1,877,0.4066315562588475,0.01964395522585038
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,Hisp G2,491,0.5158029070099577,0.02734037530988369
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,Hisp G3+,563,0.5645771976202074,0.025001222662095007
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,Hisp all,1956,0.4699208521626165,0.012933865793384522
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,NHWhite all,11808,0.5823826162669122,0.005631839210738334
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,NHWhite G3+,10428,0.5859163538864685,0.00588321406677517
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,White G3+ liberal,2732,0.6772124249439977,0.010611150853325637
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,White G3+ moderate,3690,0.566473728170293,0.009730490464162907
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,White G3+ conservative,3780,0.5476011903582737,0.009910836169699871
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,White G3+ no BA,6904,0.5328024279031696,0.007064549959565209
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,White G3+ BA+,3515,0.7153036485151756,0.008972773536690154
tol_colmil,A2 civil liberties,colmil: share giving the tolerant answer,White G3+ no HS,856,0.40659284828104203,0.020508323748962838
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,Mex G1,486,0.8063177318698733,0.022120254728078572
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,Mex G2,341,0.8552331146295287,0.024705159634678703
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,Mex G3+,359,0.8825435631034676,0.02217000795917281
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,Hisp G1,890,0.7903879225398153,0.0164632355474771
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,Hisp G2,502,0.8684034709712737,0.020233247151092613
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,Hisp G3+,564,0.8906002811877302,0.016851577014003163
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,Hisp all,1981,0.8344960678582032,0.01102050352769166
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,NHWhite all,11936,0.8567432661866663,0.003931615509657745
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,NHWhite G3+,10530,0.8570184052610478,0.004132311515544904
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,White G3+ liberal,2769,0.934729943650476,0.005994459088726891
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,White G3+ moderate,3737,0.8634189206743298,0.007011980236833694
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,White G3+ conservative,3787,0.8053552802331965,0.007671918811798589
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,White G3+ no BA,6971,0.8190583464395504,0.005629773310883598
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,White G3+ BA+,3550,0.9495778182683404,0.004551230181389913
tol_colhomo,A2 civil liberties,colhomo: share giving the tolerant answer,White G3+ no HS,879,0.6334809871982229,0.020479410120442208
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,Mex G1,502,0.15720630436780614,0.019518519072747657
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,Mex G2,377,0.24027245442350412,0.02709874655225976
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,Mex G3+,369,0.2616486246202825,0.029853745051976133
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,Hisp G1,920,0.1613031788084368,0.015414928072023378
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,Hisp G2,553,0.24363376705644496,0.021552353124350592
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,Hisp G3+,631,0.27973895755232536,0.02329707797490829
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,Hisp all,2141,0.21120786959780913,0.011157899467206174
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,NHWhite all,10578,0.34296859561289966,0.006097823415125371
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,NHWhite G3+,9387,0.34346213140777604,0.006490798776311052
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,White G3+ liberal,2581,0.4764009739766254,0.012436247257765915
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,White G3+ moderate,3170,0.3044176652989776,0.010537674565306592
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,White G3+ conservative,3431,0.29812365568955235,0.01001651171544051
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,White G3+ no BA,5877,0.28514814497305185,0.0074708049009311025
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,White G3+ BA+,3509,0.47078476683365,0.011079686296298264
tol_colmslm,A2 civil liberties,colmslm: share giving the tolerant answer,White G3+ no HS,617,0.1788100111600348,0.01946339525153806
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,Mex G1,536,0.6302332561611933,0.0269532507507364
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,Mex G2,383,0.755931374919288,0.0285010732396836
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,Mex G3+,393,0.7559577245529081,0.027112975236915318
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,Hisp G1,979,0.6313834822454678,0.019173388562713247
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,Hisp G2,562,0.7552246242562773,0.024046582190707436
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,Hisp G3+,635,0.7671871622671237,0.02072366853088185
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,Hisp all,2201,0.693634892901467,0.012540629010419026
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,NHWhite all,12387,0.7974140401670214,0.004883887502765327
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,NHWhite G3+,10947,0.7935865726792521,0.00524980924854213
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,White G3+ liberal,2845,0.8965924335608444,0.006992574633959196
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,White G3+ moderate,3871,0.7813363341476662,0.008655768964014631
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,White G3+ conservative,3970,0.7451526538613673,0.009144759007752178
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,White G3+ no BA,7311,0.7504042618081752,0.006570639508607582
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,White G3+ BA+,3628,0.8985180572362012,0.00716118218535073
tol_libath,A2 civil liberties,libath: share giving the tolerant answer,White G3+ no HS,913,0.589133295745073,0.019994513939551713
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,Mex G1,541,0.4182891988550099,0.02839541459122546
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,Mex G2,381,0.4853371626033398,0.03277600987000081
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,Mex G3+,394,0.6270470574152969,0.030793574995513273
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,Hisp G1,981,0.4542944450928944,0.02115643873510597
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,Hisp G2,564,0.4905743538410274,0.027113313125575363
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,Hisp G3+,637,0.6109657173759956,0.02490836769977201
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,Hisp all,2208,0.49864536866476783,0.014409470174827323
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,NHWhite all,12331,0.6780860570252562,0.0055384978524217615
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,NHWhite G3+,10907,0.6764868381995136,0.00597228014659433
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,White G3+ liberal,2834,0.7222066009112723,0.010698703662528501
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,White G3+ moderate,3847,0.6644385372768453,0.009967521218474922
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,White G3+ conservative,3970,0.6618066083896059,0.009956623995007094
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,White G3+ no BA,7271,0.6431887797133166,0.00713816492227123
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,White G3+ BA+,3628,0.7570681325294859,0.01030783257243643
tol_librac,A2 civil liberties,librac: share giving the tolerant answer,White G3+ no HS,904,0.5466016466921014,0.020100671550790122
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,Mex G1,523,0.5391542227630065,0.029545622202251355
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,Mex G2,363,0.6801244068448794,0.03173264267205833
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,Mex G3+,391,0.6602385195227486,0.02867110911070268
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,Hisp G1,952,0.5391805123145732,0.022392521525105395
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,Hisp G2,543,0.6798353707601005,0.02624885592335413
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,Hisp G3+,629,0.6788750900355839,0.023009371165379915
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,Hisp all,2150,0.6075869798594021,0.0145361488320136
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,NHWhite all,12337,0.7549693905165036,0.004803704576906008
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,NHWhite G3+,10922,0.7503232870266985,0.0052159022876382705
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,White G3+ liberal,2844,0.8596004935653156,0.0084509107466126
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,White G3+ moderate,3841,0.7290670025364598,0.008957424282164603
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,White G3+ conservative,3979,0.7079370047552983,0.008913213627490766
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,White G3+ no BA,7283,0.6945541868614246,0.006695883550005149
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,White G3+ BA+,3631,0.8851939164142796,0.007692875317553913
tol_libcom,A2 civil liberties,libcom: share giving the tolerant answer,White G3+ no HS,899,0.5104680567389145,0.02007596055117597
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,Mex G1,461,0.50636795381642,0.029268211071371713
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,Mex G2,298,0.6834786441763109,0.03169529600599512
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,Mex G3+,338,0.7103803629875499,0.026665724943196408
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,Hisp G1,823,0.520772712564758,0.022087098165947346
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,Hisp G2,446,0.6801357304239143,0.026602158739628186
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,Hisp G3+,519,0.7156551455429909,0.022287120612321104
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,Hisp all,1810,0.6038466577614567,0.014619853797207743
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,NHWhite all,10996,0.7579733390686814,0.005032876162422392
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,NHWhite G3+,9711,0.7574804308318059,0.0054403801148031035
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,White G3+ liberal,2474,0.8353809174246066,0.009187270626990712
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,White G3+ moderate,3474,0.7484637153744211,0.008730547341802244
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,White G3+ conservative,3538,0.7219782872231498,0.009032164072022503
tol_libmil,A2 civil liberties,libmil: share giving the tolerant answer,White G3+ no BA,6554,0.7111085881952555,0.0069994326151253256
