window,outcome,sample,weighted,method,instruments,controls,n,clusters,note,beta,se,ci_lo,ci_hi,fs_coef,fs_se,F_eff,F_robust,rf_coef,rf_se,ar_type,ar_lo,ar_hi,ar_pieces,J,J_p,beta_gmm
0712,admin_judicial,all,True,2SLS,bartik,lnpop0,3098,48,,-20.0101,74.078,-165.203,125.183,-0.018466,0.0665183,0.0770657,0.0770657,0.369506,0.333316,real line,-inf,inf,,,,
0712,admin_judicial,all,True,2SLS,imm,lnpop0,3098,48,,-2.19437,3.33074,-8.72262,4.33389,0.298052,0.183408,2.64088,2.64088,-0.654036,0.867125,real line,-inf,inf,,,,
0712,admin_judicial,all,True,2SLS,imm_nomex,lnpop0,3098,48,,-1.7641,2.4931,-6.65059,3.12238,0.362674,0.154055,5.54218,5.54218,-0.639794,0.867032,interval,-15.1232,4.06025,,,,
0712,admin_judicial,all,True,2SLS,bartik+imm,lnpop0,3098,48,,-2.5552,3.3863,-9.19235,4.08195,-0.0311407;0.302281,0.065926;0.183369,1.93298,1.44215,0.399204;-0.708251,0.337855;0.862043,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",0.79128,0.373713,-2.84441
0712,admin_judicial,all,False,OLS,,lnpop0,3098,48,,0.573308,0.289714,0.00546851,1.14115,,,,,,,,,,,,,
0712,admin_judicial,all,False,2SLS,bartik,lnpop0,3098,48,,72.7664,815.09,-1524.81,1670.34,0.00273437,0.0304271,0.00807595,0.00807595,0.19897,0.163435,real line,-inf,inf,,,,
0712,admin_judicial,all,False,2SLS,imm,lnpop0,3098,48,,-1.27387,0.565785,-2.38281,-0.164932,1.152,0.41169,7.8301,7.8301,-1.4675,0.696119,interval,-3.38024,-0.127812,,,,
0712,admin_judicial,all,False,2SLS,imm_nomex,lnpop0,3098,48,,-1.62138,0.671439,-2.9374,-0.305361,1.03639,0.445085,5.42197,5.42197,-1.68038,0.724254,interval,-6.47998,-0.398572,,,,
0712,admin_judicial,all,False,2SLS,bartik+imm,lnpop0,3098,48,,-1.35994,0.555827,-2.44936,-0.270519,-0.0122657;1.15934,0.0298059;0.414269,6.32289,3.91971,0.219658;-1.59891,0.164207;0.683122,interval,-4.578,-0.19,"[[-4.577999999999525, -0.18999999999805972]]",1.52239,0.217259,-1.35055
0712,admin_direct,all,True,OLS,,lnpop0,3098,48,,0.229743,0.385958,-0.526735,0.986221,,,,,,,,,,,,,
0712,admin_direct,all,True,2SLS,bartik,lnpop0,3098,48,,-37.7774,141.959,-316.018,240.463,-0.018466,0.0665183,0.0770657,0.0770657,0.697596,0.486544,real line,-inf,inf,,,,
0712,admin_direct,all,True,2SLS,imm,lnpop0,3098,48,,0.141928,3.93367,-7.56806,7.85192,0.298052,0.183408,2.64088,2.64088,0.0423019,1.15358,two rays,-24.3709,-5.19209,,,,
0712,admin_direct,all,True,2SLS,imm_nomex,lnpop0,3098,48,,-0.467365,2.69126,-5.74224,4.80751,0.362674,0.154055,5.54218,5.54218,-0.169501,1.02228,interval,-4.60821,21.4287,,,,
0712,admin_direct,all,True,2SLS,bartik+imm,lnpop0,3098,48,,-0.626077,3.59735,-7.67688,6.42473,-0.0311407;0.302281,0.065926;0.183369,1.93298,1.44215,0.699807;-0.0527369,0.482469;1.14053,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",2.06355,0.150859,-1.59497
0712,admin_direct,all,False,OLS,,lnpop0,3098,48,,0.652479,0.277592,0.108399,1.19656,,,,,,,,,,,,,
0712,admin_direct,all,False,2SLS,bartik,lnpop0,3098,48,,152.887,1709.84,-3198.4,3504.17,0.00273437,0.0304271,0.00807595,0.00807595,0.41805,0.207518,two rays,-2.81928,0.933337,,,,
0712,admin_direct,all,False,2SLS,imm,lnpop0,3098,48,,-0.652602,1.13215,-2.87161,1.5664,1.152,0.41169,7.8301,7.8301,-0.7518,1.42232,interval,-2.85886,3.72852,,,,
0712,admin_direct,all,False,2SLS,imm_nomex,lnpop0,3098,48,,-1.1797,1.02835,-3.19527,0.835864,1.03639,0.445085,5.42197,5.42197,-1.22263,1.33988,interval,-3.41727,5.04851,,,,
0712,admin_direct,all,False,2SLS,bartik+imm,lnpop0,3098,48,,-0.831086,1.08442,-2.95655,1.29438,-0.0122657;1.15934,0.0298059;0.414269,6.32289,3.91971,0.431114;-1.00971,0.206615;1.40972,interval,-2.645,0.927,"[[-2.6449999999988796, 0.9270000000023133]]",4.09751,0.0429464,-0.936436
0712,admin_judicial_direct,all,True,OLS,,lnpop0,3098,48,,0.394222,0.279223,-0.153055,0.9415,,,,,,,,,,,,,
0712,admin_judicial_direct,all,True,2SLS,bartik,lnpop0,3098,48,,-35.0799,130.556,-290.97,220.81,-0.018466,0.0665183,0.0770657,0.0770657,0.647783,0.341058,two rays,0.679001,2.40652,,,,
0712,admin_judicial_direct,all,True,2SLS,imm,lnpop0,3098,48,,-0.112708,2.15253,-4.33166,4.10624,0.298052,0.183408,2.64088,2.64088,-0.0335929,0.653206,real line,-inf,inf,,,,
0712,admin_judicial_direct,all,True,2SLS,imm_nomex,lnpop0,3098,48,,-0.150321,1.74465,-3.56983,3.26919,0.362674,0.154055,5.54218,5.54218,-0.0545174,0.646646,interval,-2.93041,13.5554,,,,
0712,admin_judicial_direct,all,True,2SLS,bartik+imm,lnpop0,3098,48,,-0.82092,2.011,-4.76248,3.12064,-0.0311407;0.302281,0.065926;0.183369,1.93298,1.44215,0.652909;-0.122263,0.341052;0.643699,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",3.28727,0.0698191,-0.919187
0712,admin_judicial_direct,all,False,OLS,,lnpop0,3098,48,,0.592287,0.276493,0.0503615,1.13421,,,,,,,,,,,,,
0712,admin_judicial_direct,all,False,2SLS,bartik,lnpop0,3098,48,,126.491,1414.09,-2645.13,2898.12,0.00273437,0.0304271,0.00807595,0.00807595,0.345875,0.196298,real line,-inf,inf,,,,
0712,admin_judicial_direct,all,False,2SLS,imm,lnpop0,3098,48,,-0.620283,0.826394,-2.24002,0.999449,1.152,0.41169,7.8301,7.8301,-0.714569,1.08456,interval,-2.13798,2.77306,,,,
0712,admin_judicial_direct,all,False,2SLS,imm_nomex,lnpop0,3098,48,,-1.07936,0.75876,-2.56653,0.407807,1.03639,0.445085,5.42197,5.42197,-1.11864,1.06168,interval,-2.67479,3.67607,,,,
0712,admin_judicial_direct,all,False,2SLS,bartik+imm,lnpop0,3098,48,,-0.768045,0.784988,-2.30662,0.770531,-0.0122657;1.15934,0.0298059;0.414269,6.32289,3.91971,0.35789;-0.92867,0.198689;1.09034,interval,-2.084,2.476,"[[-2.0839999999986922, 2.4760000000028306]]",3.03888,0.081292,-0.653603
0712,central_buildings,all,True,OLS,,lnpop0,3097,48,,0.024915,0.295513,-0.55429,0.604121,,,,,,,,,,,,,
0712,central_buildings,all,True,2SLS,bartik,lnpop0,3097,48,,-23.3253,96.3069,-212.087,165.436,-0.0185195,0.0665153,0.0775207,0.0775207,0.431973,0.719026,real line,-inf,inf,,,,
0712,central_buildings,all,True,2SLS,imm,lnpop0,3097,48,,-5.05748,6.66953,-18.1298,8.0148,0.298029,0.183394,2.64086,2.64086,-1.50728,1.91187,real line,-inf,inf,,,,
0712,central_buildings,all,True,2SLS,imm_nomex,lnpop0,3097,48,,-4.73852,5.40655,-15.3354,5.85832,0.362655,0.154043,5.54249,5.54249,-1.71845,1.88738,interval,-33.728,7.88235,,,,
0712,central_buildings,all,True,2SLS,bartik+imm,lnpop0,3097,48,,-5.42914,6.31149,-17.7997,6.94138,-0.0311916;0.302264,0.0659273;0.183359,1.93313,1.44217,0.497999;-1.57489,0.703078;1.88353,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",0.151439,0.697164,-6.33386
0712,central_buildings,all,False,OLS,,lnpop0,3097,48,,0.501201,0.341279,-0.167706,1.17011,,,,,,,,,,,,,
0712,central_buildings,all,False,2SLS,bartik,lnpop0,3097,48,,48.3185,838.614,-1595.36,1692,0.00178122,0.0303287,0.00344926,0.00344926,0.0860657,0.32001,real line,-inf,inf,,,,
0712,central_buildings,all,False,2SLS,imm,lnpop0,3097,48,,-1.51392,1.2846,-4.03174,1.0039,1.15232,0.412077,7.81966,7.81966,-1.74452,1.63129,interval,-4.89554,2.17085,,,,
0712,central_buildings,all,False,2SLS,imm_nomex,lnpop0,3097,48,,-1.76975,1.33582,-4.38796,0.848466,1.03676,0.445459,5.41675,5.41675,-1.8348,1.65393,interval,-5.99176,3.81307,,,,
0712,central_buildings,all,False,2SLS,bartik+imm,lnpop0,3097,48,,-1.55458,1.24456,-3.99393,0.884766,-0.0132435;1.16024,0.0298707;0.415086,6.3158,3.90862,0.109505;-1.81005,0.317548;1.59422,unbounded on grid,-inf,4.262,"[[-6.0, 4.262000000003427]]",0.0768784,0.781573,-1.61061
0712,financial_admin,all,True,OLS,,lnpop0,3092,48,,0.680963,0.445938,-0.193076,1.555,,,,,,,,,,,,,
0712,financial_admin,all,True,2SLS,bartik,lnpop0,3092,48,,-6.90229,33.8518,-73.2518,59.4472,-0.0192991,0.0666454,0.0838561,0.0838561,0.133208,0.535007,real line,-inf,inf,,,,
0712,financial_admin,all,True,2SLS,imm,lnpop0,3092,48,,-5.38186,7.9482,-20.9603,10.1966,0.298536,0.183455,2.6481,2.6481,-1.60668,2.12191,real line,-inf,inf,,,,
0712,financial_admin,all,True,2SLS,imm_nomex,lnpop0,3092,48,,-4.43755,6.1234,-16.4394,7.56432,0.363139,0.1541,5.55316,5.55316,-1.61144,2.15726,interval,-35.5905,10.5626,,,,
0712,financial_admin,all,True,2SLS,bartik+imm,lnpop0,3092,48,,-5.4148,7.69608,-20.4991,9.66951,-0.0320947;0.302919,0.06605;0.183416,1.94123,1.45248,0.202243;-1.6343,0.533243;2.10949,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",0.00214603,0.963051,-5.52795
0712,financial_admin,all,False,OLS,,lnpop0,3092,48,,0.894957,0.335258,0.237851,1.55206,,,,,,,,,,,,,
0712,financial_admin,all,False,2SLS,bartik,lnpop0,3092,48,,90.5271,3063.33,-5913.6,6094.65,0.00093422,0.0303228,0.000949208,0.000949208,0.0845722,0.365529,real line,-inf,inf,,,,
0712,financial_admin,all,False,2SLS,imm,lnpop0,3092,48,,-3.35202,1.33713,-5.97279,-0.731243,1.14796,0.411579,7.77946,7.77946,-3.84799,1.37403,interval,-9.59832,-1.17985,,,,
0712,financial_admin,all,False,2SLS,imm_nomex,lnpop0,3092,48,,-4.66405,1.80992,-8.2115,-1.11661,1.03441,0.445217,5.39813,5.39813,-4.82455,1.27634,interval,-23.4984,-2.34714,,,,
0712,financial_admin,all,False,2SLS,bartik+imm,lnpop0,3092,48,,-3.39487,1.30408,-5.95087,-0.838871,-0.0141099;1.1564,0.0296953;0.414285,6.30568,3.90678,0.135688;-3.9291,0.363202;1.32587,unbounded on grid,-inf,-0.903,"[[-6.0, -0.9029999999982978]]",0.0659238,0.797367,-3.45093
0712,central_staff,all,True,OLS,,lnpop0,3097,48,,-0.11442,0.273557,-0.650592,0.421752,,,,,,,,,,,,,
0712,central_staff,all,True,2SLS,bartik,lnpop0,3097,48,,-19.4331,86.3415,-188.662,149.796,-0.0185195,0.0665153,0.0775207,0.0775207,0.359891,0.880435,real line,-inf,inf,,,,
0712,central_staff,all,True,2SLS,imm,lnpop0,3097,48,,-5.2536,6.43781,-17.8717,7.36451,0.298029,0.183394,2.64086,2.64086,-1.56572,1.80635,real line,-inf,inf,,,,
0712,central_staff,all,True,2SLS,imm_nomex,lnpop0,3097,48,,-4.55679,5.17491,-14.6996,5.58602,0.362655,0.154043,5.54249,5.54249,-1.65254,1.78683,interval,-33.361,7.08013,,,,
0712,central_staff,all,True,2SLS,bartik+imm,lnpop0,3097,48,,-5.54208,6.38182,-18.0504,6.96628,-0.0311916;0.302264,0.0659273;0.183359,1.93313,1.44217,0.427968;-1.62383,0.896388;1.82612,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",0.0751365,0.784,-5.58964
0712,central_staff,all,False,OLS,,lnpop0,3097,48,,0.585809,0.378692,-0.156428,1.32805,,,,,,,,,,,,,
0712,central_staff,all,False,2SLS,bartik,lnpop0,3097,48,,11.1758,302.562,-581.846,604.197,0.00178122,0.0303287,0.00344926,0.00344926,0.0199065,0.411707,real line,-inf,inf,,,,
0712,central_staff,all,False,2SLS,imm,lnpop0,3097,48,,-0.637689,1.56752,-3.71002,2.43464,1.15232,0.412077,7.81966,7.81966,-0.734821,1.92578,interval,-3.58067,5.66656,,,,
0712,central_staff,all,False,2SLS,imm_nomex,lnpop0,3097,48,,-0.689187,1.81587,-4.2483,2.86993,1.03676,0.445459,5.41675,5.41675,-0.71452,2.04501,interval,-4.03083,12.3451,,,,
0712,central_staff,all,False,2SLS,bartik+imm,lnpop0,3097,48,,-0.647329,1.53254,-3.65111,2.35645,-0.0132435;1.16024,0.0298707;0.415086,6.3158,3.90862,0.0296519;-0.752566,0.409488;1.89435,unbounded on grid,-4.701,inf,"[[-4.700999999999566, 6.0000000000040075]]",0.00271277,0.958462,-0.656049
0712,public_buildings,all,True,OLS,,lnpop0,2880,48,,0.306795,1.07224,-1.7948,2.40839,,,,,,,,,,,,,
0712,public_buildings,all,True,2SLS,bartik,lnpop0,2880,48,,237.314,1600.88,-2900.41,3375.04,-0.0104255,0.0727873,0.0205156,0.0205156,-2.47412,2.5238,real line,-inf,inf,,,,
0712,public_buildings,all,True,2SLS,imm,lnpop0,2880,48,,2.79555,15.0444,-26.6915,32.2826,0.287708,0.218473,1.73424,1.73424,0.804302,4.20265,real line,-inf,inf,,,,
0712,public_buildings,all,True,2SLS,imm_nomex,lnpop0,2880,48,,0.152863,11.3616,-22.1159,22.4216,0.362994,0.179313,4.09801,4.09801,0.0554884,4.12319,interval,-76.08,104.056,,,,
0712,public_buildings,all,True,2SLS,bartik+imm,lnpop0,2880,48,,4.79083,15.8973,-26.368,35.9496,-0.019702;0.289905,0.0717051;0.218395,1.28179,0.920616,-2.5088;1.08403,2.56512;4.29162,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",1.04344,0.307023,1.37957
0712,public_buildings,all,False,OLS,,lnpop0,2880,48,,0.803024,0.577726,-0.329318,1.93537,,,,,,,,,,,,,
0712,public_buildings,all,False,2SLS,bartik,lnpop0,2880,48,,-82.7802,261.126,-594.588,429.028,0.0106913,0.0315192,0.115057,0.115057,-0.885031,0.460872,two rays,0.621577,14.1919,,,,
0712,public_buildings,all,False,2SLS,imm,lnpop0,2880,48,,-2.91054,3.6331,-10.0314,4.21033,1.06031,0.392792,7.28693,7.28693,-3.08609,3.39631,interval,-20.4685,3.1971,,,,
0712,public_buildings,all,False,2SLS,imm_nomex,lnpop0,2880,48,,-3.84172,4.01928,-11.7195,4.03606,0.950586,0.433796,4.80189,4.80189,-3.65189,3.11737,interval,-52.5714,2.52544,,,,
0712,public_buildings,all,False,2SLS,bartik+imm,lnpop0,2880,48,,-2.78995,3.59445,-9.83508,4.25518,-0.00316315;1.06239,0.0304324;0.393375,5.60825,3.647,-0.852062;-2.52809,0.46042;3.40996,unbounded on grid,-inf,1.988,"[[-6.0, 1.9880000000026676]]",2.62006,0.105521,-2.02019
stacked 1217+1722,admin,all,True,OLS,,lnpop0,6185,48,2012 shares for both periods,-0.416395,0.796408,-1.97736,1.14457,,,,,,,,,,,,,
stacked 1217+1722,admin,all,True,2SLS,bartik,lnpop0,6185,48,2012 shares for both periods,-1.11331,1.84594,-4.73136,2.50474,0.529457,0.0792432,44.6413,44.6413,-0.58945,0.941891,interval,-5.44273,2.19481,,,,
stacked 1217+1722,admin,all,True,2SLS,imm,lnpop0,6185,48,2012 shares for both periods,-5.66126,6.70505,-18.8032,7.48063,-0.799491,0.141126,32.0931,32.0931,4.52613,4.88063,interval,-23.4116,5.39124,,,,
stacked 1217+1722,admin,all,True,2SLS,imm_nomex,lnpop0,6185,48,2012 shares for both periods,-5.17346,6.09092,-17.1117,6.76474,-0.869856,0.1208,51.8515,51.8515,4.50017,4.94007,interval,-19.915,5.26773,,,,
stacked 1217+1722,admin,all,True,2SLS,imm_mex,lnpop0,6185,48,2012 shares for both periods,1.93932,1.25827,-0.526888,4.40553,7.66079,2.8376,7.2886,7.2886,14.8567,9.99126,interval,-0.908366,6.45514,,,,
stacked 1217+1722,admin,all,True,2SLS,bartik+imm,lnpop0,6185,48,2012 shares for both periods,-3.73698,4.18344,-11.9365,4.46257,0.49582;-0.762239,0.0873107;0.13012,35.2314,31.9158,-0.391013;4.49675,0.813366;4.8386,interval,-4.593,3.16,"[[-4.59299999999953, 3.160000000003059]]",0.826483,0.363291,-0.503124
stacked 1217+1722,admin,all,True,2SLS,bartik+imm_nomex,lnpop0,6185,48,2012 shares for both periods,-3.61368,4.08814,-11.6264,4.39908,0.49091;-0.830349,0.0869237;0.109295,46.933,46.3641,-0.381965;4.46943,0.80568;4.89586,interval,-4.76,3.16,"[[-4.759999999999586, 3.160000000003059]]",0.80408,0.369876,-0.509756
stacked 1217+1722,admin,all,False,OLS,,lnpop0,6185,48,2012 shares for both periods,0.465918,0.128541,0.213978,0.717859,,,,,,,,,,,,,
stacked 1217+1722,admin,all,False,2SLS,bartik,lnpop0,6185,48,2012 shares for both periods,1.80017,1.73902,-1.6083,5.20864,0.178141,0.0311463,32.7125,32.7125,0.320685,0.293929,interval,-1.37557,5.94502,,,,
stacked 1217+1722,admin,all,False,2SLS,imm,lnpop0,6185,48,2012 shares for both periods,-2.82438,1.82636,-6.40403,0.755282,-0.761413,0.220153,11.9617,11.9617,2.15052,1.52912,interval,-7.13834,1.55099,,,,
stacked 1217+1722,admin,all,False,2SLS,imm_nomex,lnpop0,6185,48,2012 shares for both periods,-1.85469,1.46196,-4.72013,1.01075,-1.03246,0.301678,11.7127,11.7127,1.91489,1.56106,interval,-5.58048,1.42447,,,,
stacked 1217+1722,admin,all,False,2SLS,imm_mex,lnpop0,6185,48,2012 shares for both periods,1.19802,0.692134,-0.15856,2.55461,4.15014,0.731926,32.1506,32.1506,4.97196,2.87226,interval,-0.168541,2.72738,,,,
stacked 1217+1722,admin,all,False,2SLS,bartik+imm,lnpop0,6185,48,2012 shares for both periods,0.380578,1.45882,-2.47871,3.23987,0.180873;-0.787773,0.0320156;0.208405,22.3639,40.5211,0.313386;2.10485,0.297694;1.54988,interval,-1.692,3.068,"[[-1.6919999999985613, 3.0680000000030283]]",3.3241,0.0682712,-0.172138
stacked 1217+1722,admin,all,False,2SLS,bartik+imm_nomex,lnpop0,6185,48,2012 shares for both periods,0.196751,1.29878,-2.34886,2.74236,0.182312;-1.06339,0.0318269;0.288065,19.4219,66.3608,0.313383;1.86173,0.297156;1.58575,interval,-1.946,2.516,"[[-1.9459999999986461, 2.516000000002844]]",2.91626,0.087691,-0.410121
stacked 1217+1722,admin,drop 25 largest,True,OLS,,lnpop0,6135,48,2012 shares,0.584266,0.140221,0.309433,0.859099,,,,,,,,,,,,,
stacked 1217+1722,admin,drop 25 largest,True,2SLS,bartik,lnpop0,6135,48,2012 shares,0.28935,1.04774,-1.76422,2.34292,0.372777,0.0618984,36.2694,36.2694,0.107863,0.388647,interval,-1.78721,2.56068,,,,
stacked 1217+1722,admin,drop 25 largest,True,2SLS,imm,lnpop0,6135,48,2012 shares,-5.86031,7.01163,-19.6031,7.8825,-0.364202,0.213785,2.90221,2.90221,2.13434,2.27126,real line,-inf,inf,,,,
stacked 1217+1722,admin,drop 25 largest,True,2SLS,imm_nomex,lnpop0,6135,48,2012 shares,-3.64794,4.53163,-12.5299,5.23406,-0.506421,0.163359,9.61029,9.61029,1.84739,2.28209,interval,-16.6141,6.48754,,,,
stacked 1217+1722,admin,drop 25 largest,True,2SLS,imm_mex,lnpop0,6135,48,2012 shares,2.80505,1.83899,-0.799364,6.40946,6.71583,3.32567,4.07794,4.07794,18.8382,4.90011,interval,0.853778,117.617,,,,
stacked 1217+1722,admin,drop 25 largest,True,2SLS,bartik+imm,lnpop0,6135,48,2012 shares,-0.874644,1.27809,-3.3797,1.63041,0.384528;-0.413374,0.0676425;0.22773,11.3733,18.8984,0.0473655;2.12828,0.37112;2.26143,interval,-2.344,1.938,"[[-2.343999999998779, 1.938000000002651]]",0.725961,0.394195,-0.136946
stacked 1217+1722,admin,drop 25 largest,True,2SLS,bartik+imm_nomex,lnpop0,6135,48,2012 shares,-0.873329,1.35121,-3.52171,1.77505,0.388963;-0.558893,0.0662729;0.167732,20.3577,17.3164,0.0545759;1.84003,0.371328;2.27169,interval,-2.339,1.914,"[[-2.3389999999987774, 1.914000000002643]]",0.576324,0.447757,-0.122291
stacked 1217+1722,admin,drop 25 largest,False,OLS,,lnpop0,6135,48,2012 shares,0.515682,0.128685,0.26346,0.767904,,,,,,,,,,,,,
stacked 1217+1722,admin,drop 25 largest,False,2SLS,bartik,lnpop0,6135,48,2012 shares,1.90734,1.77423,-1.57015,5.38483,0.174886,0.0312733,31.2724,31.2724,0.333566,0.292931,interval,-1.31622,6.18395,,,,
stacked 1217+1722,admin,drop 25 largest,False,2SLS,imm,lnpop0,6135,48,2012 shares,-2.91546,3.553,-9.87934,4.04841,-0.437392,0.192469,5.16441,5.16441,1.2752,1.69956,interval,-14.7071,13.1387,,,,
stacked 1217+1722,admin,drop 25 largest,False,2SLS,imm_nomex,lnpop0,6135,48,2012 shares,-1.13385,2.07466,-5.20019,2.93249,-0.787276,0.304049,6.70453,6.70453,0.892654,1.70569,interval,-6.62002,5.92377,,,,
stacked 1217+1722,admin,drop 25 largest,False,2SLS,imm_mex,lnpop0,6135,48,2012 shares,1.30206,0.741735,-0.151744,2.75586,4.03057,0.716728,31.6245,31.6245,5.24803,2.93342,interval,-0.129532,2.98248,,,,
stacked 1217+1722,admin,drop 25 largest,False,2SLS,bartik+imm,lnpop0,6135,48,2012 shares,1.39371,1.68143,-1.90189,4.68931,0.177184;-0.485613,0.0317307;0.194815,20.5779,25.6785,0.327954;1.18595,0.295811;1.72345,interval,-2.002,5.768,"[[-2.001999999998665, 5.76800000000393]]",1.39414,0.237708,1.17143
stacked 1217+1722,admin,drop 25 largest,False,2SLS,bartik+imm_nomex,lnpop0,6135,48,2012 shares,1.11205,1.47081,-1.77073,3.99484,0.179275;-0.843077,0.0314426;0.294914,16.9393,53.7109,0.329452;0.790108,0.295641;1.7351,interval,-2.087,4.318,"[[-2.0869999999986932, 4.318000000003446]]",1.27813,0.258248,0.681576
stacked 1217+1722,admin,drop areas without a county government,True,OLS,,lnpop0,6019,47,2012 shares,0.41182,0.191541,0.0363996,0.78724,,,,,,,,,,,,,
stacked 1217+1722,admin,drop areas without a county government,True,2SLS,bartik,lnpop0,6019,47,2012 shares,0.341544,0.887731,-1.39841,2.0815,0.542251,0.0900332,36.274,36.274,0.185203,0.487224,interval,-1.6023,2.0834,,,,
stacked 1217+1722,admin,drop areas without a county government,True,2SLS,imm,lnpop0,6019,47,2012 shares,0.726789,0.404333,-0.0657023,1.51928,-0.910274,0.149825,36.9128,36.9128,-0.661578,0.427171,interval,-0.244897,1.44818,,,,
stacked 1217+1722,admin,drop areas without a county government,True,2SLS,imm_nomex,lnpop0,6019,47,2012 shares,0.724769,0.340135,0.0581035,1.39143,-1.00245,0.127911,61.4197,61.4197,-0.726543,0.394393,interval,-0.0554984,1.33235,,,,
stacked 1217+1722,admin,drop areas without a county government,True,2SLS,imm_mex,lnpop0,6019,47,2012 shares,0.699986,1.21214,-1.67581,3.07578,8.3353,2.67606,9.70174,9.70174,5.83459,11.2131,interval,-3.94544,2.71143,,,,
stacked 1217+1722,admin,drop areas without a county government,True,2SLS,bartik+imm,lnpop0,6019,47,2012 shares,0.565751,0.435266,-0.287371,1.41887,0.520508;-0.884057,0.0862291;0.131634,42.0046,30.999,0.16914;-0.653058,0.475298;0.42828,interval,-0.393,1.399,"[[-0.3929999999981275, 1.399000000002471]]",0.154511,0.694261,0.64594
stacked 1217+1722,admin,drop areas without a county government,True,2SLS,bartik+imm_nomex,lnpop0,6019,47,2012 shares,0.581354,0.414959,-0.231966,1.39467,0.51626;-0.973713,0.0843196;0.108623,58.1376,49.8823,0.166056;-0.7173,0.473662;0.392746,interval,-0.23,1.374,"[[-0.22999999999807308, 1.3740000000024626]]",0.178601,0.672578,0.675077
stacked 1217+1722,admin,drop areas without a county government,False,OLS,,lnpop0,6019,47,2012 shares,0.555981,0.122452,0.315976,0.795987,,,,,,,,,,,,,
stacked 1217+1722,admin,drop areas without a county government,False,2SLS,bartik,lnpop0,6019,47,2012 shares,1.50518,1.82492,-2.07167,5.08203,0.18085,0.0303612,35.4813,35.4813,0.272212,0.315342,interval,-1.80987,5.83292,,,,
stacked 1217+1722,admin,drop areas without a county government,False,2SLS,imm,lnpop0,6019,47,2012 shares,-1.27452,1.08841,-3.4078,0.858757,-0.833475,0.214126,15.1512,15.1512,1.06228,0.889392,interval,-4.07213,0.904627,,,,
stacked 1217+1722,admin,drop areas without a county government,False,2SLS,imm_nomex,lnpop0,6019,47,2012 shares,-0.614399,0.852373,-2.28505,1.05625,-1.20418,0.286488,17.6672,17.6672,0.739845,0.960581,interval,-3.00048,0.880288,,,,
stacked 1217+1722,admin,drop areas without a county government,False,2SLS,imm_mex,lnpop0,6019,47,2012 shares,1.06982,0.613028,-0.131711,2.27136,4.32776,0.640304,45.683,45.683,4.62995,2.7048,interval,-0.165707,2.34553,,,,
stacked 1217+1722,admin,drop areas without a county government,False,2SLS,bartik+imm,lnpop0,6019,47,2012 shares,0.706354,1.43262,-2.10159,3.51429,0.182551;-0.852915,0.0311434;0.208275,26.0198,23.9922,0.270151;1.03352,0.317112;0.900044,interval,-2.527,1.446,"[[-2.52699999999884, 1.4460000000024866]]",1.80759,0.178797,-0.382724
stacked 1217+1722,admin,drop areas without a county government,False,2SLS,bartik+imm_nomex,lnpop0,6019,47,2012 shares,0.561041,1.1793,-1.75039,2.87248,0.183914;-1.22957,0.0309134;0.278213,25.336,41.7787,0.270462;0.702496,0.316842;0.979615,interval,-2.403,1.196,"[[-2.4029999999987988, 1.1960000000024031]]",1.27939,0.258012,-0.306045
stacked 1217+1722,admin,trim 1% tails of outcome change,True,OLS,,lnpop0,6061,48,2012 shares,0.286592,0.179522,-0.0652723,0.638456,,,,,,,,,,,,,
stacked 1217+1722,admin,trim 1% tails of outcome change,True,2SLS,bartik,lnpop0,6061,48,2012 shares,-0.354865,1.00725,-2.32908,1.61935,0.517486,0.0895563,33.3892,33.3892,-0.183638,0.512472,interval,-2.69608,1.52624,,,,
stacked 1217+1722,admin,trim 1% tails of outcome change,True,2SLS,imm,lnpop0,6061,48,2012 shares,-0.901521,1.352,-3.55144,1.7484,-0.692394,0.221392,9.78094,9.78094,0.624207,0.847533,interval,-6.0453,1.3465,,,,
stacked 1217+1722,admin,trim 1% tails of outcome change,True,2SLS,imm_nomex,lnpop0,6061,48,2012 shares,-0.717483,1.10237,-2.87812,1.44316,-0.767522,0.200048,14.7202,14.7202,0.550684,0.795773,interval,-3.94436,1.24001,,,,
stacked 1217+1722,admin,trim 1% tails of outcome change,True,2SLS,imm_mex,lnpop0,6061,48,2012 shares,1.39468,1.34071,-1.2331,4.02246,7.7416,2.87045,7.2738,7.2738,10.7971,10.974,interval,-2.2721,5.38539,,,,
stacked 1217+1722,admin,trim 1% tails of outcome change,True,2SLS,bartik+imm,lnpop0,6061,48,2012 shares,-0.625227,0.694118,-1.9857,0.735245,0.496452;-0.663632,0.0928236;0.214376,14.8942,15.5919,-0.164154;0.614697,0.530112;0.860747,interval,-2.919,1.011,"[[-2.918999999998971, 1.0110000000023414]]",0.09066,0.76334,-0.585671
