award,family,qid,person_qid,person,year,ethnic,citizenship,birth_country,given_name,family_name
MacArthur Fellows Program,fellowship,Q1543268,Q56853984,Stacy D. Jupiter,2019,,Fiji,Fiji,Stacy,Jupiter
MacArthur Fellows Program,fellowship,Q1543268,Q68571132,Sujatha Baliga,2019,,United States,United States,,Baliga
MacArthur Fellows Program,fellowship,Q1543268,Q15449810,Valeria Luiselli,2019,,Mexico,Mexico,Valeria,Luiselli
MacArthur Fellows Program,fellowship,Q1543268,Q29447213,Vanessa Ruta,2019,,United States,Mexico,Vanessa,Q37240468
MacArthur Fellows Program,fellowship,Q1543268,Q7965158,Walter Hood,2019,,United States,United States,Q499249,Hood
MacArthur Fellows Program,fellowship,Q1543268,Q43118402,Zachary Lippman,2019,,,,Zachary,Lippman
MacArthur Fellows Program,fellowship,Q1543268,Q100144664,Catherine Coleman Flowers,2020,,United States,United States,Catherine,Flowers
MacArthur Fellows Program,fellowship,Q1543268,Q1140408,Cristina Rivera Garza,2020,,Mexico,Mexico,Cristina,Garza
MacArthur Fellows Program,fellowship,Q1543268,Q1140408,Cristina Rivera Garza,2020,,Mexico,Mexico,Cristina,Q24731165
MacArthur Fellows Program,fellowship,Q1543268,Q960524,Cécile McLorin Salvant,2020,,France,United States,Cécile,Q37105246
MacArthur Fellows Program,fellowship,Q1543268,Q960524,Cécile McLorin Salvant,2020,,United States,United States,Cécile,Q37105246
MacArthur Fellows Program,fellowship,Q1543268,Q88778011,Damien Fair,2020,,United States,,Damien,Fair
MacArthur Fellows Program,fellowship,Q1543268,Q89909150,Forrest Stuart,2020,,United States,,Forrest,Stuart
MacArthur Fellows Program,fellowship,Q1543268,Q47493070,Fred Moten,2020,,United States,United States,Fred,Moten
MacArthur Fellows Program,fellowship,Q1543268,Q75093540,Isaiah Andrews,2020,,United States,,Q920209,Andrews
MacArthur Fellows Program,fellowship,Q1543268,Q6120237,Jacqueline Woodson,2020,African Americans,United States,United States,Jacqueline,Woodson
MacArthur Fellows Program,fellowship,Q1543268,Q25112391,Larissa FastHorse,2020,,United States,,Larissa,Fasthorse
MacArthur Fellows Program,fellowship,Q1543268,Q59434193,Mary L. Gray,2020,,United States,,Mary,Gray
MacArthur Fellows Program,fellowship,Q1543268,Q59434193,Mary L. Gray,2020,,United States,,L,Gray
MacArthur Fellows Program,fellowship,Q1543268,Q88479944,Mohammad Seyedsayamdost,2020,,,,Mohammad,
MacArthur Fellows Program,fellowship,Q1543268,Q61995804,Monika Schleier-Smith,2020,,United States,,Monika,Smith
MacArthur Fellows Program,fellowship,Q1543268,Q61995804,Monika Schleier-Smith,2020,,United States,,Monika,Schleier
MacArthur Fellows Program,fellowship,Q1543268,Q2427544,N. K. Jemisin,2020,,United States,United States,Nora,Jemisin
MacArthur Fellows Program,fellowship,Q1543268,Q2427544,N. K. Jemisin,2020,,United States,United States,Keita,Jemisin
MacArthur Fellows Program,fellowship,Q1543268,Q24609090,Nanfu Wang,2020,,People's Republic of China,People's Republic of China,,Wang
MacArthur Fellows Program,fellowship,Q1543268,Q16751560,Natalia Molina,2020,,United States,,Natalia,Molina
MacArthur Fellows Program,fellowship,Q1543268,Q56871548,Nels Elde,2020,,United States,,Nels,Elde
MacArthur Fellows Program,fellowship,Q1543268,Q74910960,Paul Dauenhauer,2020,,,United States,Paul,Dauenhauer
MacArthur Fellows Program,fellowship,Q1543268,Q61142586,Polina Lishko,2020,,Ukraine,Ukraine,Polina,
MacArthur Fellows Program,fellowship,Q1543268,Q61142586,Polina Lishko,2020,,United States,Ukraine,Polina,
MacArthur Fellows Program,fellowship,Q1543268,Q7287790,Ralph Lemon,2020,,United States,United States,Ralph,Lemon
MacArthur Fellows Program,fellowship,Q1543268,Q100144798,Thomas Wilson Mitchell,2020,,United States,,Thomas,Mitchell
MacArthur Fellows Program,fellowship,Q1543268,Q100144798,Thomas Wilson Mitchell,2020,,United States,,Wilson,Mitchell
MacArthur Fellows Program,fellowship,Q1543268,Q56064322,Tressie McMillan Cottom,2020,,United States,United States,Tressie,McMillan
MacArthur Fellows Program,fellowship,Q1543268,Q56064322,Tressie McMillan Cottom,2020,,United States,United States,Tressie,Cottom
MacArthur Fellows Program,fellowship,Q1543268,Q4717691,Alex Rivera,2021,,United States,United States,Alex,Q24731165
MacArthur Fellows Program,fellowship,Q1543268,Q447902,Daniel Alarcón,2021,,Peru,Peru,Daniel,Alarcón
MacArthur Fellows Program,fellowship,Q1543268,Q447902,Daniel Alarcón,2021,,United States,Peru,Daniel,Alarcón
MacArthur Fellows Program,fellowship,Q1543268,Q63117856,Daniel Lind-Ramos,2021,,,United States,Daniel,
MacArthur Fellows Program,fellowship,Q1543268,Q63314242,Desmond Meade,2021,,United States,United States,Desmond,Meade
MacArthur Fellows Program,fellowship,Q1543268,Q20880969,Don Mee Choi,2021,,United States,South Korea,Mi,Choi
MacArthur Fellows Program,fellowship,Q1543268,Q20880969,Don Mee Choi,2021,,United States,South Korea,Don,Choi
MacArthur Fellows Program,fellowship,Q1543268,Q25936064,Hanif Abdurraqib,2021,,United States,United States,Hanif,
MacArthur Fellows Program,fellowship,Q1543268,Q63243919,Ibrahim Cissé,2021,,Niger,Niger,Ibrahim,Cissé
MacArthur Fellows Program,fellowship,Q1543268,Q31213305,Ibram X. Kendi,2021,,United States,United States,Henry,Rogers
MacArthur Fellows Program,fellowship,Q1543268,Q69496674,J. Taylor Perron,2021,,,,Taylor,Perron
MacArthur Fellows Program,fellowship,Q1543268,Q69496674,J. Taylor Perron,2021,,,,Jay,Perron
MacArthur Fellows Program,fellowship,Q1543268,Q47542147,Jacqueline Stewart,2021,,United States,,Jacqueline,Stewart
MacArthur Fellows Program,fellowship,Q1543268,Q6166129,Jawole Willa Jo Zollar,2021,African Americans,United States,United States,,Zollar
MacArthur Fellows Program,fellowship,Q1543268,Q1033198,Jesse Shapiro,2021,,United States,United States,Jesse,Shapiro
MacArthur Fellows Program,fellowship,Q1543268,Q28860587,Jordan Casteel,2021,,United States,United States,Jordan,Casteel
MacArthur Fellows Program,fellowship,Q1543268,Q81232551,Joshua Miele,2021,,,,Joshua,Miele
MacArthur Fellows Program,fellowship,Q1543268,Q30104171,Keeanga-Yamahtta Taylor,2021,African Americans,United States,,,Taylor
MacArthur Fellows Program,fellowship,Q1543268,Q58039940,Lisa A. Schulte Moore,2021,,United States,,Lisa,Moore
MacArthur Fellows Program,fellowship,Q1543268,Q58039940,Lisa A. Schulte Moore,2021,,United States,,Lisa,Schulte
MacArthur Fellows Program,fellowship,Q1543268,Q87410940,Marcella Alsan,2021,,United States,,Marcella,Alsan
MacArthur Fellows Program,fellowship,Q1543268,Q56931021,Michelle Monje,2021,,United States,United States,Michelle,Monje
MacArthur Fellows Program,fellowship,Q1543268,Q89274951,Monica Muñoz Martinez,2021,,United States,,Monica,Martinez
MacArthur Fellows Program,fellowship,Q1543268,Q101580049,Nicole Fleetwood,2021,,United States,,Nicole,Fleetwood
MacArthur Fellows Program,fellowship,Q1543268,Q51722329,Q51722329,2021,,United States,,Cristina,Ibarra
MacArthur Fellows Program,fellowship,Q1543268,Q7308672,Reginald Dwayne Betts,2021,,United States,United States,Reginald,Betts
MacArthur Fellows Program,fellowship,Q1543268,Q7308672,Reginald Dwayne Betts,2021,,United States,United States,Dwayne,Betts
MacArthur Fellows Program,fellowship,Q1543268,Q54856700,Safiya Noble,2021,,United States,,Safiya,Noble
MacArthur Fellows Program,fellowship,Q1543268,Q28743793,Trevor Bedford,2021,,,,Trevor,Bedford
MacArthur Fellows Program,fellowship,Q1543268,Q47379933,Victor J. Torres,2021,,,,Victor,Torres
MacArthur Fellows Program,fellowship,Q1543268,Q47554100,Amanda Williams,2022,African Americans,United States,United States,Amanda,Williams
MacArthur Fellows Program,fellowship,Q1543268,Q42782502,Danna E. Freedman,2022,,,,,
MacArthur Fellows Program,fellowship,Q1543268,Q114630046,Emily Wang,2022,,,,Emily,Wang
MacArthur Fellows Program,fellowship,Q1543268,Q457883,Ikue Mori,2022,,United States,Japan,Ikue,Mori
MacArthur Fellows Program,fellowship,Q1543268,Q63285760,J. Drew Lanham,2022,,United States,United States,Joseph,Lanham
MacArthur Fellows Program,fellowship,Q1543268,Q63285760,J. Drew Lanham,2022,,United States,United States,Q19819740,Lanham
MacArthur Fellows Program,fellowship,Q1543268,Q89227648,Jenna R. Jambeck,2022,,United States,,Jenna,
MacArthur Fellows Program,fellowship,Q1543268,Q114630040,Jennifer Carlson,2022,,,,,Carlson
MacArthur Fellows Program,fellowship,Q1543268,Q32538394,June Huh,2022,,United States,United States,June,Heo
MacArthur Fellows Program,fellowship,Q1543268,Q32538394,June Huh,2022,,United States,United States,Jun-i,Heo
MacArthur Fellows Program,fellowship,Q1543268,Q16214941,Kiese Laymon,2022,,United States,United States,,
MacArthur Fellows Program,fellowship,Q1543268,Q50361895,Loretta Ross,2022,,United States,United States,June,Ross
MacArthur Fellows Program,fellowship,Q1543268,Q50361895,Loretta Ross,2022,,United States,United States,Loretta,Ross
MacArthur Fellows Program,fellowship,Q1543268,Q27886644,Martha Gonzalez,2022,,United States,United States,Martha,Gonzalez
MacArthur Fellows Program,fellowship,Q1543268,Q6811383,Melanie Wood,2022,,United States,United States,Melanie,Wood
MacArthur Fellows Program,fellowship,Q1543268,Q114630043,Monica Kim,2022,,,,Monica,Q157414
MacArthur Fellows Program,fellowship,Q1543268,Q58468214,Moriba Jah,2022,,United States,United States,Moriba,Jah
MacArthur Fellows Program,fellowship,Q1543268,Q114630042,P. Gabrielle Foreman,2022,African Americans,,,Gabrielle,Foreman
MacArthur Fellows Program,fellowship,Q1543268,Q114630042,P. Gabrielle Foreman,2022,African Americans,,,Pier,Foreman
MacArthur Fellows Program,fellowship,Q1543268,Q18631656,Paul Chan,2022,,People's Republic of China,People's Republic of China,Paul,
MacArthur Fellows Program,fellowship,Q1543268,Q18631656,Paul Chan,2022,,United States,People's Republic of China,Paul,
MacArthur Fellows Program,fellowship,Q1543268,Q110316854,Priti Krishtel,2022,,,,,
MacArthur Fellows Program,fellowship,Q1543268,Q114630044,Reuben Jonathan Miller,2022,,,,Jonathan,Miller
MacArthur Fellows Program,fellowship,Q1543268,Q114630044,Reuben Jonathan Miller,2022,,,,Reuben,Miller
MacArthur Fellows Program,fellowship,Q1543268,Q7352852,Robin Wall Kimmerer,2022,,United States,United States,Robin,Wall
MacArthur Fellows Program,fellowship,Q1543268,Q7352852,Robin Wall Kimmerer,2022,,United States,United States,Robin,Kimmerer
MacArthur Fellows Program,fellowship,Q1543268,Q27050274,Sky Hopinka,2022,,United States,United States,Sky,
MacArthur Fellows Program,fellowship,Q1543268,Q90120589,Steven Prohira,2022,,,,Steven,
MacArthur Fellows Program,fellowship,Q1543268,Q7615220,Steven Ruggles,2022,,United States,,Steven,
MacArthur Fellows Program,fellowship,Q1543268,Q7689031,Tavares Strachan,2022,,United States,The Bahamas,,
MacArthur Fellows Program,fellowship,Q1543268,Q20065091,Tomeka Reid,2022,,United States,United States,,Reid
MacArthur Fellows Program,fellowship,Q1543268,Q51363202,Yejin Choi,2022,,South Korea,,Ye-jin,Choi
MacArthur Fellows Program,fellowship,Q1543268,Q57283609,A. Park Williams,2023,,,,,Williams
MacArthur Fellows Program,fellowship,Q1543268,Q4678276,Ada Limón,2023,,United States,United States,Ada,Limón
MacArthur Fellows Program,fellowship,Q1543268,Q61739743,Amber Wutich,2023,,United States,,Amber,
MacArthur Fellows Program,fellowship,Q1543268,Q132746235,Andrea Armstrong,2023,,United States,,Andrea,Armstrong
MacArthur Fellows Program,fellowship,Q1543268,Q61927043,Carolyn Lazard,2023,African Americans,United States,United States,Carolyn,Lazard
MacArthur Fellows Program,fellowship,Q1543268,Q55940642,Courtney Bryan,2023,,,United States,Courtney,Bryan
MacArthur Fellows Program,fellowship,Q1543268,Q63215543,Diana Greene Foster,2023,,United States,,Diana,
MacArthur Fellows Program,fellowship,Q1543268,Q23409621,Dyani White Hawk,2023,Lakota people,United States,United States,Dyani,
MacArthur Fellows Program,fellowship,Q1543268,Q76841534,E. Tendayi Achiume,2023,,Zambia,,,
MacArthur Fellows Program,fellowship,Q1543268,Q76841534,E. Tendayi Achiume,2023,,United States,,,
MacArthur Fellows Program,fellowship,Q1543268,Q107144622,Ian Bassin,2023,,,,,
MacArthur Fellows Program,fellowship,Q1543268,Q27663694,Imani Perry,2023,,United States,United States,Imani,Perry
MacArthur Fellows Program,fellowship,Q1543268,Q90251821,Jason D. Buenrostro,2023,,,,Jason,
MacArthur Fellows Program,fellowship,Q1543268,Q102433044,Lester W. Mackey,2023,,,,Lester,Mackey
MacArthur Fellows Program,fellowship,Q1543268,Q87795045,Linsey Marr,2023,,United States,,Linsey,Marr
MacArthur Fellows Program,fellowship,Q1543268,Q114226775,Lucy R. Hutyra,2023,,,,Lucy,Hutyra
MacArthur Fellows Program,fellowship,Q1543268,Q15439348,Manuel Muñoz,2023,,United States,United States,Manuel,Muñoz
MacArthur Fellows Program,fellowship,Q1543268,Q6004250,María Magdalena Campos-Pons,2023,Afro-Cuban,Cuba,Cuba,María Magdalena,Campos
MacArthur Fellows Program,fellowship,Q1543268,Q6004250,María Magdalena Campos-Pons,2023,African Americans,Cuba,Cuba,María Magdalena,Campos
MacArthur Fellows Program,fellowship,Q1543268,Q6004250,María Magdalena Campos-Pons,2023,Afro-Cuban,United States,Cuba,María Magdalena,Campos
MacArthur Fellows Program,fellowship,Q1543268,Q6004250,María Magdalena Campos-Pons,2023,African Americans,United States,Cuba,María Magdalena,Campos
MacArthur Fellows Program,fellowship,Q1543268,Q122938940,Patrick Makuakāne,2023,,United States,,Patrick,
MacArthur Fellows Program,fellowship,Q1543268,Q7296393,Raven Chacon,2023,Navajo,United States,United States,Raven,Chacon
MacArthur Fellows Program,fellowship,Q1543268,Q67247441,Rina Foygel Barber,2023,,,,,Barber
MacArthur Fellows Program,fellowship,Q1543268,Q23409829,Alice Wong,2024,,United States,United States,Alice,Wong
MacArthur Fellows Program,fellowship,Q1543268,Q63649772,Benjamin Van Mooy,2024,,,,Benjamin,
MacArthur Fellows Program,fellowship,Q1543268,Q5298611,Dorothy Roberts,2024,,United States,United States,Dorothy,Roberts
MacArthur Fellows Program,fellowship,Q1543268,Q16221507,Ebony G. Patterson,2024,,Jamaica,Jamaica,Ebony,Patterson
MacArthur Fellows Program,fellowship,Q1543268,Q30138175,Jason Reynolds,2024,,United States,United States,Jason,Reynolds
MacArthur Fellows Program,fellowship,Q1543268,Q123859736,Jennifer L. Morgan,2024,,United States,,Jennifer,Morgan
MacArthur Fellows Program,fellowship,Q1543268,Q15440076,Jericho Brown,2024,,United States,United States,Jericho,Brown
MacArthur Fellows Program,fellowship,Q1543268,Q1703169,Jonathan Gandelsman,2024,,Russia,,Jonathan,
MacArthur Fellows Program,fellowship,Q1543268,Q22106298,Joseph Parker,2024,,,,Joseph,Parker
MacArthur Fellows Program,fellowship,Q1543268,Q15460625,Juan Felipe Herrera,2024,,United States,United States,Q135458265,Herrera
MacArthur Fellows Program,fellowship,Q1543268,Q1872491,Justin Vivian Bond,2024,,United States,United States,Justin,Q15789303
MacArthur Fellows Program,fellowship,Q1543268,Q58256908,Keivan Stassun,2024,,United States,,Keyvan,Stassun
MacArthur Fellows Program,fellowship,Q1543268,Q56427737,Ling Ma,2024,,United States,People's Republic of China,,
MacArthur Fellows Program,fellowship,Q1543268,Q130391818,Loka Ashwood,2024,,,,,
MacArthur Fellows Program,fellowship,Q1543268,Q119449947,Martha Muñoz,2024,,,,Martha,Muñoz
MacArthur Fellows Program,fellowship,Q1543268,Q102583832,Nicola Dell,2024,,Zimbabwe,Zimbabwe,Nicola,Dell
MacArthur Fellows Program,fellowship,Q1543268,Q102583832,Nicola Dell,2024,,United States,Zimbabwe,Nicola,Dell
MacArthur Fellows Program,fellowship,Q1543268,Q28935115,Ruha Benjamin,2024,,,India,Ruha,Benjamin
MacArthur Fellows Program,fellowship,Q1543268,Q118909288,Shailaja Paik,2024,,United States,,Shailaja,Paik
MacArthur Fellows Program,fellowship,Q1543268,Q98786047,Shamel Pitts,2024,,United States,United States,,Pitts
MacArthur Fellows Program,fellowship,Q1543268,Q18098248,Sterlin Harjo,2024,,United States,United States,,
MacArthur Fellows Program,fellowship,Q1543268,Q28050387,Tony Cokes,2024,African Americans,United States,United States,Tony,
MacArthur Fellows Program,fellowship,Q1543268,Q23416926,Wendy Red Star,2024,Crow Nation,United States,United States,Wendy,
MacArthur Fellows Program,fellowship,Q1543268,Q1138685,Craig Taborn,2025,,United States,United States,Craig,Taborn
MacArthur Fellows Program,fellowship,Q1543268,Q1138685,Craig Taborn,2025,,United States,United States,Marvin,Taborn
MacArthur Fellows Program,fellowship,Q1543268,Q62056469,Gala Porras-Kim,2025,,,Colombia,,
MacArthur Fellows Program,fellowship,Q1543268,Q24708111,Garrett Bradley,2025,,United States,United States,Alexandra,Bradley
MacArthur Fellows Program,fellowship,Q1543268,Q24708111,Garrett Bradley,2025,,United States,United States,Garrett,Bradley
MacArthur Fellows Program,fellowship,Q1543268,Q111947204,Hahrie Han,2025,,,,,
MacArthur Fellows Program,fellowship,Q1543268,Q111809748,Heather Christian,2025,,,,,
MacArthur Fellows Program,fellowship,Q1543268,Q67209430,Jason S. McLellan,2025,,United States,,Jason,McLellan
MacArthur Fellows Program,fellowship,Q1543268,Q110229039,Jeremy Frey,2025,,United States,United States,Jeremy,Frey
MacArthur Fellows Program,fellowship,Q1543268,Q58234613,Kareem El-Badry,2025,,,,Julian,
MacArthur Fellows Program,fellowship,Q1543268,Q58234613,Kareem El-Badry,2025,,,,Kareem,
MacArthur Fellows Program,fellowship,Q1543268,Q91873452,Kristina Douglass,2025,,,,Kristina,Douglass
MacArthur Fellows Program,fellowship,Q1543268,Q18738769,Lauren Kiyomi Williams,2025,,United States,,Lauren,Williams
MacArthur Fellows Program,fellowship,Q1543268,Q117562200,Margaret Wickens Pearce,2025,,Citizen Potawatomi Nation,,Margaret,Pearce
MacArthur Fellows Program,fellowship,Q1543268,Q117562200,Margaret Wickens Pearce,2025,,United States,,Margaret,Pearce
MacArthur Fellows Program,fellowship,Q1543268,Q16210592,Matt Black,2025,,United States,United States,Matt,Black
MacArthur Fellows Program,fellowship,Q1543268,Q43025479,Nabarun Dasgupta,2025,,,,,Dasgupta
MacArthur Fellows Program,fellowship,Q1543268,Q133659791,Q133659791,2025,,Soviet Union,Lithuania,,
MacArthur Fellows Program,fellowship,Q1543268,Q133659791,Q133659791,2025,,Lithuania,Lithuania,,
MacArthur Fellows Program,fellowship,Q1543268,Q64495652,Sébastien Philippe,2025,,,,Sébastien,Philippe
MacArthur Fellows Program,fellowship,Q1543268,Q87888183,Teresa Puthussery,2025,,,,Teresa,
